,index,common_entity,entity1,entity3,entity2
995,1016,L. Schøne,Genoa,20.0,Denmark
996,1017,G. Murray,Brighton & Hove Albion,17.0,England
997,1018,Z. Junuzović,FC Red Bull Salzburg,16.0,Austria
998,1019,C. Bravo,Manchester City,1.0,Chile
999,1020,V. Odjidja-Ofoe,KAA Gent,8.0,Belgium
1000,1021,P. Wernbloom,PAOK,19.0,Sweden
1001,1023,R. Gurtner,Amiens SC,1.0,France
1002,1024,M. Schneiderlin,Everton,18.0,France
1003,1025,Miguel Veloso,Hellas Verona,67.0,Portugal
1004,1026,M. Layún,CF Monterrey,19.0,Mexico
1005,1027,J. Lens,Beşiktaş JK,17.0,Netherlands
1006,1028,Varela,PAOK,5.0,Cape Verde Islands
1007,1029,L. Rémy,LOSC Lille,9.0,France
1008,1030,M. Suchý,FC Augsburg,5.0,Czech Republic
1009,1031,S. De Maio,Udinese Calcio,2.0,France
1010,1032,P. Aguilar,Cruz Azul,23.0,Paraguay
1011,1033,G. Sio,Gençlerbirliği SK,13.0,Côte d'Ivoire
1012,1034,F. Delph,Everton,8.0,England
1013,1035,N. Subotić,1. FC Union Berlin,3.0,Serbia
1014,1036,Roberto,West Ham United,13.0,Spain
1015,1037,M. Dossevi,Toulouse Football Club,14.0,Togo
1016,1038,A. Ogbonna,West Ham United,21.0,Italy
1017,1039,I. Traoré,Borussia Mönchengladbach,16.0,Guinea
1018,1040,M. Carcela-González,Standard de Liège,10.0,Morocco
1019,1041,R. Alessandrini,LA Galaxy,7.0,France
1020,1042,Alan Kardec,Chongqing Liangjiang Athletic,27.0,Brazil
1021,1043,Maurício,PAOK,8.0,Brazil
1022,1044,A. Poli,Bologna,16.0,Italy
1023,1045,O. Ighalo,Shanghai Shenhua FC,9.0,Nigeria
1024,1046,D. Drinkwater,Burnley,8.0,England
1025,1047,Claudemir,SC Braga,6.0,Brazil
1026,1048,Douglas,Vitória de Guimarães,1.0,Brazil
1027,1049,A. Dzagoev,PFC CSKA Moscow,10.0,Russia
1028,1050,M. Suárez,River Plate,7.0,Argentina
1029,1051,D. Janmaat,Watford,2.0,Netherlands
1030,1052,G. Bou,New England Revolution,7.0,Argentina
1031,1053,A. Dragović,Bayer 04 Leverkusen,6.0,Austria
1032,1054,S. Aziz,Fenerbahçe SK,15.0,Turkey
1033,1055,J. Shelvey,Newcastle United,8.0,England
1034,1056,A. Westwood,Burnley,18.0,England
1035,1057,D. Latza,1. FSV Mainz 05,6.0,Germany
1036,1058,Victor Sánchez,RCD Espanyol de Barcelona,4.0,Spain
1037,1059,T. Pukki,Norwich City,22.0,Finland
1038,1060,J. Kucka,Parma,33.0,Slovakia
1039,1061,T. Rincón,Torino F.C.,88.0,Venezuela
1040,1062,C. Wood,Burnley,9.0,New Zealand
1041,1063,Johnathan,Tianjin Jinmen Tiger FC,10.0,Brazil
1042,1064,M. Plattenhardt,Hertha BSC,21.0,Germany
1043,1065,Y. Mallı,VfL Wolfsburg,10.0,Turkey
1044,1066,Carlos Eduardo,Al Hilal,3.0,Brazil
1045,1067,L. Rodríguez,Club Atlético Colón,10.0,Argentina
1046,1068,C. Tosun,Everton,14.0,Turkey
1047,1069,D. Pröpper,Brighton & Hove Albion,24.0,Netherlands
1048,1070,N. Gudelj,Sevilla FC,17.0,Serbia
1049,1071,G. Burgstaller,FC Schalke 04,19.0,Austria
1050,1072,Rômulo,Genoa,5.0,Italy
1051,1073,Y. El Arabi,Olympiacos CFP,11.0,Morocco
1052,1074,Renan Ribeiro,Sporting CP,1.0,Brazil
1053,1075,Fransérgio,SC Braga,27.0,Brazil
1054,1076,O. Özyakup,Beşiktaş JK,10.0,Turkey
1055,1077,J. Martin,RC Strasbourg Alsace,8.0,France
1056,1078,Juanmi,Real Betis Balompié,7.0,Spain
1057,1079,P. Herrmann,Borussia Mönchengladbach,7.0,Germany
1058,1080,R. Funes Mori,CF Monterrey,7.0,Argentina
1059,1081,Tomás Pina,Deportivo Alavés,8.0,Spain
1060,1082,Cláudio Ramos,CD Tondela,1.0,Portugal
1061,1083,Sergio León,Levante Unión Deportiva,7.0,Spain
1062,1084,N. Redmond,Southampton,22.0,England
1063,1085,Lucas Pérez,Deportivo Alavés,7.0,Spain
1064,1086,André André,Vitória de Guimarães,11.0,Portugal
1065,1087,R. Funes Mori,Villarreal CF,6.0,Argentina
1066,1088,Wilson Eduardo,SC Braga,7.0,Angola
1067,1089,M. van Ginkel,Chelsea,35.0,Netherlands
1068,1090,P. Hernández,Club Atlético Independiente,19.0,Chile
1069,1091,Arbilla,SD Eibar,23.0,Spain
1070,1092,Pedro Obiang,U.S. Sassuolo Calcio,14.0,Equatorial Guinea
1071,1093,M. Bizot,AZ Alkmaar,1.0,Netherlands
1072,1094,M. Esser,Hannover 96,23.0,Germany
1073,1095,Bruno,Getafe CF,4.0,Spain
1074,1096,T. Koubek,FC Augsburg,21.0,Czech Republic
1075,1097,J. Forrest,Celtic,49.0,Scotland
1076,1098,D. Sidibé,Everton,19.0,France
1077,1099,R. Saponara,Genoa,91.0,Italy
1078,1100,L. Tonelli,Napoli,62.0,Italy
1079,1101,Pablo,FC Girondins de Bordeaux,3.0,Brazil
1080,1102,L. Kurzawa,Paris Saint-Germain,20.0,France
1081,1103,E. Bičakčić,TSG Hoffenheim,4.0,Bosnia and Herzegovina
1082,1104,C. Piccini,Valencia CF,21.0,Italy
1083,1105,C. Coady,Wolverhampton Wanderers,16.0,England
1084,1106,R. Knoche,VfL Wolfsburg,31.0,Germany
1085,1107,L. Bittencourt,TSG Hoffenheim,13.0,Germany
1086,1108,A. Trebel,RSC Anderlecht,25.0,France
1087,1109,M. Niang,Stade Rennais FC,11.0,Senegal
1088,1110,B. Reynet,Toulouse Football Club,30.0,France
1089,1111,Luís Neto,Sporting CP,14.0,Portugal
1090,1112,K. Stöger,Fortuna Düsseldorf,22.0,Austria
1091,1113,O. Selnæs,Shenzhen FC,10.0,Norway
1092,1114,M. Pereyra,Orlando City Soccer Club,10.0,Uruguay
1093,1115,F. Fajr,Getafe CF,21.0,Morocco
1094,1116,N. Füllkrug,SV Werder Bremen,11.0,Germany
1095,1117,L. Ocampos,Sevilla FC,5.0,Argentina
1096,1118,L. Castro,Cagliari,29.0,Argentina
1097,1119,V. Chiricheș,Napoli,21.0,Romania
1098,1120,S. Ristovski,Sporting CP,13.0,North Macedonia
1099,1121,A. Younes,Napoli,34.0,Germany
1100,1122,M. De Sciglio,Juventus,2.0,Italy
1101,1123,W. Hughes,Watford,19.0,England
1102,1124,J. Grealish,Aston Villa,10.0,England
1103,1125,M. Weiser,Bayer 04 Leverkusen,23.0,Germany
1104,1126,Sergio Rico,Sevilla FC,13.0,Spain
1105,1127,E. Vargas,Tigres U.A.N.L.,9.0,Chile
1106,1128,J. Lukaku,Lazio,5.0,Belgium
1107,1129,Marçal,Olympique Lyonnais,20.0,Brazil
1108,1130,Roger,Levante Unión Deportiva,9.0,Spain
1109,1131,K. Ayhan,Fortuna Düsseldorf,5.0,Turkey
1110,1132,T. Strobl,Borussia Mönchengladbach,5.0,Germany
1111,1133,R. Saïss,Wolverhampton Wanderers,27.0,Morocco
1112,1134,Andreas Pereira,Manchester United,15.0,Brazil
1113,1135,Rubén Sobrino,Valencia CF,23.0,Spain
1114,1136,Y. Bounou,Girona FC,13.0,Morocco
1115,1137,K. Mbabu,VfL Wolfsburg,19.0,Switzerland
1116,1138,Emerson,Chelsea,33.0,Italy
1117,1139,R. Pizarro,CF Monterrey,20.0,Mexico
1118,1140,R. Centurión,Club Atlético de San Luis,10.0,Argentina
1119,1141,M. Benassi,Fiorentina,24.0,Italy
1120,1142,S. Boufal,Southampton,19.0,Morocco
1121,1143,M. Elneny,Arsenal,4.0,Egypt
1122,1144,C. Vargas,Club Atlas,12.0,Colombia
1123,1145,Nacho,Real Valladolid CF,22.0,Spain
1124,1146,P. Max,FC Augsburg,31.0,Germany
1125,1147,P. Sisto,RC Celta de Vigo,11.0,Denmark
1126,1148,B. Mechele,Club Brugge KV,44.0,Belgium
1127,1149,A. Djiku,RC Strasbourg Alsace,24.0,France
1128,1150,Y. Gerhardt,VfL Wolfsburg,13.0,Germany
1129,1151,Diego Llorente,Real Sociedad,3.0,Spain
1130,1152,W. Cyprien,OGC Nice,25.0,France
1131,1153,C. Salcedo,Tigres U.A.N.L.,3.0,Mexico
1132,1154,F. Acheampong,Tianjin Jinmen Tiger FC,7.0,Ghana
1133,1155,N. Bentaleb,FC Schalke 04,10.0,Algeria
1134,1156,F. Ferreyra,RCD Espanyol de Barcelona,9.0,Argentina
1135,1157,P. Højbjerg,Southampton,23.0,Denmark
1136,1158,B. Bourigeaud,Stade Rennais FC,14.0,France
1137,1159,L. Miranda,Club Tijuana,33.0,Argentina
1138,1160,L. López,Boca Juniors,20.0,Argentina
1139,1161,M. Casco,River Plate,20.0,Argentina
1140,1162,P. Pérez,Club Atlético Independiente,8.0,Argentina
1141,1163,A. Petagna,SPAL,37.0,Italy
1142,1164,M. Sportiello,Atalanta,57.0,Italy
1143,1165,I. Bebou,TSG Hoffenheim,9.0,Togo
1144,1166,K. Tete,Olympique Lyonnais,23.0,Netherlands
1145,1167,Wendell,Bayer 04 Leverkusen,18.0,Brazil
1146,1168,Paulinho,SC Braga,20.0,Portugal
1147,1169,M. Meza,CF Monterrey,32.0,Argentina
1148,1170,G. Simeone,Fiorentina,9.0,Argentina
1149,1171,J. Palomino,Atalanta,6.0,Argentina
1150,1172,Pedro Henrique,Vitória de Guimarães,2.0,Brazil
1151,1173,G. Escalante,SD Eibar,5.0,Argentina
1152,1174,A. Sanabria,Genoa,9.0,Paraguay
1153,1175,D. Brooks,AFC Bournemouth,20.0,Wales
1154,1176,J. Bednarek,Southampton,35.0,Poland
1155,1177,R. Borré,River Plate,19.0,Colombia
1156,1178,A. Schöpf,FC Schalke 04,28.0,Austria
1157,1179,D. Calvert-Lewin,Everton,9.0,England
1158,1180,O. Duda,Hertha BSC,10.0,Slovakia
1159,1181,A. Miranchuk,FC Lokomotiv Moscow,11.0,Russia
1160,1182,Jorge Meré,1. FC Köln,22.0,Spain
1161,1184,E. Ünal,Real Valladolid CF,9.0,Turkey
1162,1185,B. Fernández,Portland Timbers,7.0,Argentina
1163,1186,M. Pašalić,Atalanta,88.0,Croatia
1164,1187,S. Lainer,Borussia Mönchengladbach,18.0,Austria
1165,1188,P. Bernardoni,Nîmes Olympique,30.0,France
1166,1189,M. Lopez,Olympique de Marseille,27.0,France
1167,1190,A. Marušić,Lazio,77.0,Montenegro
1168,1191,R. Bensebaini,Borussia Mönchengladbach,25.0,Algeria
1169,1192,L. Cook,AFC Bournemouth,16.0,England
1170,1193,E. Boateng,Dalian Professional Football Club,21.0,Ghana
1171,1194,K. Lasagna,Udinese Calcio,15.0,Italy
1172,1195,Vallejo,Wolverhampton Wanderers,4.0,Spain
1173,1196,Alex Berenguer,Torino F.C.,21.0,Spain
1174,1197,K. Laimer,RB Leipzig,27.0,Austria
1175,1198,G. Rodríguez,Club América,5.0,Argentina
1176,1199,C. Domínguez,Club Atlético Independiente,11.0,Paraguay
1177,1200,Trezeguet,Aston Villa,17.0,Egypt
1178,1201,N. Mukiele,RB Leipzig,22.0,France
1179,1202,Aritz Elustondo,Real Sociedad,6.0,Spain
1180,1203,R. Ábila,Boca Juniors,9.0,Argentina
1181,1204,O. Colley,U.C. Sampdoria,15.0,Gambia
1182,1205,E. Audero,U.C. Sampdoria,1.0,Italy
1183,1206,Borja Mayoral,Levante Unión Deportiva,21.0,Spain
1184,1207,M. Vargas,RCD Espanyol de Barcelona,22.0,Argentina
1185,1208,D. Calabria,AC Milan,2.0,Italy
1186,1209,D. Upamecano,RB Leipzig,5.0,France
1187,1210,Sergi Guardiola,Real Valladolid CF,7.0,Spain
1188,1211,G. Pereiro,PSV,27.0,Uruguay
1189,1212,Córdoba,Athletic Club de Bilbao,11.0,Spain
1190,1213,S. Sensi,Intermilan,11.0,Italy
1191,1214,P. Lees-Melou,OGC Nice,8.0,France
1192,1215,Gazzolisco,Intermilannacional,5.0,Brazil
1193,1216,Vieirundinho,Santos,3.0,Brazil
1194,1217,Simão Acunha,Clube Atlético Mineiro,10.0,Brazil
1195,1218,Formosandrinho,Botafogo,11.0,Brazil
1196,1219,M. Gaćinović,Eintracht Frankfurt,11.0,Serbia
1197,1220,M. Diakhaby,Valencia CF,12.0,France
1198,1221,E. Akbaba,Galatasaray SK,20.0,Turkey
1199,1222,N. Nández,Cagliari,18.0,Uruguay
1200,1223,E. Palacios,River Plate,15.0,Argentina
1201,1224,M. Grujić,Hertha BSC,15.0,Serbia
1202,1225,C. Nkunku,RB Leipzig,18.0,France
1203,1226,M. Arambarri,Getafe CF,18.0,Uruguay
1204,1227,E. Mendy,Stade Rennais FC,16.0,Senegal
1205,1228,J. Mæhle,KRC Genk,31.0,Denmark
1206,1229,P. Rosario,PSV,18.0,Netherlands
1207,1230,R. Marin,Ajax,18.0,Romania
1208,1231,Brais Méndez,RC Celta de Vigo,23.0,Spain
1209,1232,Luiz Felipe,Lazio,3.0,Brazil
1210,1233,N. Mazraoui,Ajax,12.0,Morocco
1211,1234,F. Bustos,Club Atlético Independiente,16.0,Argentina
1212,1235,A. Barák,Udinese Calcio,72.0,Czech Republic
1213,1236,M. Rojas,Racing Club,10.0,Paraguay
1214,1237,S. McTominay,Manchester United,39.0,Scotland
1215,1238,C. Luyindama,Galatasaray SK,27.0,Congo DR
1216,1239,P. Cutrone,Wolverhampton Wanderers,10.0,Italy
1217,1240,Wendel,Sporting CP,37.0,Brazil
1218,1241,F. Valverde,Real Madrid CF,15.0,Uruguay
1219,1242,L. Martínez,Ajax,21.0,Argentina
1220,1243,Galeno,SC Braga,90.0,Brazil
1221,1244,A. Paschalakis,PAOK,31.0,Greece
1222,1245,Y. Atal,OGC Nice,20.0,Algeria
1223,1246,N. Vlašić,PFC CSKA Moscow,8.0,Croatia
1224,1247,Chiquinho,SL Benfica,19.0,Portugal
1225,1248,P. Hrošovský,KRC Genk,12.0,Slovakia
1226,1249,Reguilón,Sevilla FC,23.0,Spain
1227,1254,Renan Lodi,Atlético de Madrid,12.0,Brazil
1228,1256,S. Proto,Lazio,24.0,Belgium
1229,1257,J. Defoe,Rangers FC,9.0,England
1230,1258,P. Jagielka,Sheffield United,15.0,England
1231,1259,B. Schweinsteiger,Chicago Fire Football Club,31.0,Germany
1232,1261,H. Kaldırım,Fenerbahçe SK,3.0,Turkey
1233,1262,A. Hutchinson,Beşiktaş JK,13.0,Canada
1234,1263,J. Briand,FC Girondins de Bordeaux,7.0,France
1235,1264,Gomes,Watford,1.0,Brazil
1236,1265,B. Džemaili,Bologna,31.0,Switzerland
1237,1266,L. Ponzio,River Plate,23.0,Argentina
1238,1267,R. Klavan,Cagliari,15.0,Estonia
1239,1268,J. Dátolo,Club Atlético Banfield,10.0,Argentina
1240,1269,A. Turan,İstanbul Başakşehir FK,10.0,Turkey
1241,1270,S. Kırıntılı,İttifak Holding Konyaspor,1.0,Turkey
1242,1271,O. Wendt,Borussia Mönchengladbach,17.0,Sweden
1243,1272,Soldado,Granada CF,9.0,Spain
1244,1273,Diego Castro,Perth Glory,17.0,Spain
1245,1274,M. Gómez,VfB Stuttgart,27.0,Germany
1246,1275,M. Noble,West Ham United,16.0,England
1247,1276,J. Sand,Club Atlético Lanús,9.0,Argentina
1248,1277,P. Skjelbred,Hertha BSC,3.0,Norway
1249,1278,R. Palacio,Bologna,24.0,Argentina
1250,1280,M. Bradley,Toronto FC,4.0,United States
1251,1281,R. Snodgrass,West Ham United,11.0,Scotland
1252,1282,Markel Bergara,Getafe CF,5.0,Spain
1253,1283,A. Hunt,Hamburger SV,14.0,Germany
1254,1284,Léo Matos,PAOK,3.0,Brazil
1255,1285,S. Bolat,Royal Antwerp FC,1.0,Turkey
1256,1286,A. Mierzejewski,Chongqing Liangjiang Athletic,9.0,Poland
1257,1287,K. El Ahmadi,Al Ittihad,20.0,Morocco
1258,1288,J. Orozco,Santos Laguna,1.0,Mexico
1259,1289,S. Sessègnon,Gençlerbirliği SK,10.0,Benin
1260,1290,A. Diamanti,Western United FC,23.0,Italy
1261,1291,D. Basta,Lazio,8.0,Serbia
1262,1292,F. Higuaín,Columbus Crew,10.0,Argentina
1263,1293,Marcelo Grohe,Al Ittihad,34.0,Brazil
1264,1294,S. Bocchetti,Hellas Verona,40.0,Italy
1265,1295,K. Vermeer,Feyenoord,1.0,Netherlands
1266,1296,J. Cork,Burnley,4.0,England
1267,1297,J. Rodriguez,Burnley,19.0,England
1268,1298,G. dos Santos,Club América,10.0,Mexico
1269,1299,J. McArthur,Crystal Palace,18.0,Scotland
1270,1300,J. Maidana,Deportivo Toluca,5.0,Argentina
1271,1301,D. Zurutuza,Real Sociedad,17.0,France
1272,1302,S. Bamba,Cardiff City,22.0,Côte d'Ivoire
1273,1303,Adrián,CA Osasuna,22.0,Spain
1274,1304,J. Altidore,Toronto FC,17.0,United States
1275,1305,W. Reid,West Ham United,2.0,New Zealand
1276,1306,D. Chygrynskyi,AEK Athens,19.0,Ukraine
1277,1307,A. Ayew,Swansea City,22.0,Ghana
1278,1308,O. Toivonen,Melbourne Victory,11.0,Sweden
1279,1309,Mossoró,İstanbul Başakşehir FK,8.0,Brazil
1280,1310,M. Fellaini,Shandong Taishan,25.0,Belgium
1281,1311,F. Lustenberger,BSC Young Boys,28.0,Switzerland
1282,1312,F. Johnson,Borussia Mönchengladbach,19.0,United States
1283,1313,Vieirinha,PAOK,20.0,Portugal
1284,1314,J. De Guzmán,Eintracht Frankfurt,6.0,Netherlands
1285,1315,Fabricio,Fulham,31.0,Spain
1286,1316,D. Biseswar,PAOK,21.0,Netherlands
1287,1317,T. Mangani,Angers SCO,5.0,France
1288,1318,R. Donk,Galatasaray SK,15.0,Netherlands
1289,1319,Pablo Hernández,Leeds United,19.0,Spain
1290,1320,Ki Sung Yueng,Newcastle United,4.0,Korea Republic
1291,1321,C. Cathcart,Watford,15.0,Northern Ireland
1292,1322,B. Dočkal,AC Sparta Praha,10.0,Czech Republic
1293,1323,A. Ekdal,U.C. Sampdoria,6.0,Sweden
1294,1324,D. Stephens,Brighton & Hove Albion,6.0,England
1295,1325,Beto,Göztepe SK,13.0,Portugal
1296,1327,R. Rosales,CD Leganés,16.0,Venezuela
1297,1328,M. Albrighton,Leicester City,11.0,England
1298,1329,M. Jørgensen,Fenerbahçe SK,32.0,Denmark
1299,1330,E. Choupo-Moting,Paris Saint-Germain,17.0,Cameroon
1300,1331,S. Terodde,1. FC Köln,9.0,Germany
1301,1332,M. Moralez,New York City FC,10.0,Argentina
1302,1333,F. Roncaglia,CA Osasuna,12.0,Argentina
1303,1334,K. Papadopoulos,Hamburger SV,9.0,Greece
1304,1335,M. Lang,Borussia Mönchengladbach,3.0,Switzerland
1305,1336,N. Sánchez,CF Monterrey,4.0,Argentina
1306,1337,Á. Szalai,TSG Hoffenheim,28.0,Hungary
1307,1339,M. Stoch,PAOK,99.0,Slovakia
1308,1340,P. van Aanholt,Crystal Palace,3.0,Netherlands
1309,1341,F. Borini,AC Milan,11.0,Italy
1310,1342,E. Hernández,Cruz Azul,11.0,Mexico
1311,1343,T. Gebre Selassie,SV Werder Bremen,23.0,Czech Republic
1312,1344,I. Radovanović,Genoa,21.0,Serbia
1313,1345,Kiko Olivas,Real Valladolid CF,4.0,Spain
1314,1346,C. Kouyaté,Crystal Palace,8.0,Senegal
1315,1347,O. El Kaddouri,PAOK,7.0,Morocco
1316,1348,Rochina,Levante Unión Deportiva,16.0,Spain
1317,1349,L. Acosta,Club Atlético Lanús,7.0,Argentina
1318,1350,Diogo Viana,SC Braga,11.0,Portugal
1319,1351,C. Villanueva,Al Ittihad,10.0,Chile
1320,1352,M. Schmelzer,Borussia Dortmund,29.0,Germany
1321,1353,Miguel Lopes,Yukatel Kayserispor,13.0,Portugal
1322,1354,E. Berisha,SPAL,99.0,Albania
1323,1355,A. McCarthy,Southampton,1.0,England
1324,1356,Iturraspe,RCD Espanyol de Barcelona,8.0,Spain
1325,1357,A. Cresswell,West Ham United,3.0,England
1326,1358,T. Cleverley,Watford,8.0,England
1327,1359,Kiko Femenía,Watford,21.0,Spain
1328,1360,Ł. Skorupski,Bologna,28.0,Poland
1329,1361,T. Kolodziejczak,Tigres U.A.N.L.,98.0,France
1330,1362,S. Zuber,TSG Hoffenheim,17.0,Switzerland
1331,1363,Rubén Pérez,CD Leganés,21.0,Spain
1332,1364,A. Hansen,Rosenborg BK,1.0,Norway
1333,1365,T. Jantschke,Borussia Mönchengladbach,24.0,Germany
1334,1366,E. Mangala,Valencia CF,25.0,France
1335,1367,S. Blanco,Portland Timbers,10.0,Argentina
1336,1368,D. QuIntermilano,Minnesota United FC,25.0,Colombia
1337,1369,I. Brizuela,Club Deportivo Guadalajara,11.0,Mexico
1338,1370,K. Théophile-Catherine,Dinamo Zagreb,28.0,France
1339,1371,A. Smith,AFC Bournemouth,15.0,England
1340,1372,Y. Ōsako,SV Werder Bremen,8.0,Japan
1341,1373,L. Chichizola,Getafe CF,1.0,Argentina
1342,1374,D. Reyes,Fenerbahçe SK,2.0,Mexico
1343,1375,N. Araújo,RC Celta de Vigo,4.0,Mexico
1344,1376,E. Cardona,Pachuca,10.0,Colombia
1345,1377,S. Padt,FC Groningen,1.0,Netherlands
1346,1378,Júnior Caiçara,İstanbul Başakşehir FK,80.0,Brazil
1347,1379,M. Jajalo,Udinese Calcio,7.0,Bosnia and Herzegovina
1348,1380,R. Hamouma,AS Saint-Étienne,21.0,France
1349,1381,A. Schürrle,Spartak Moskva,20.0,Germany
1350,1382,Aitor,Levante Unión Deportiva,13.0,Spain
1351,1383,N. Viergever,PSV,4.0,Netherlands
1352,1384,Portillo,Getafe CF,8.0,Spain
1353,1386,A. Gray,Watford,18.0,England
1354,1387,P. Jansson,Brentford,18.0,Sweden
1355,1388,Montoya,Brighton & Hove Albion,22.0,Spain
1356,1389,Adrián,Liverpool,13.0,Spain
1357,1390,A. Mooy,Brighton & Hove Albion,18.0,Australia
1358,1391,D. Ings,Southampton,9.0,England
1359,1392,D. Pabón,CF Monterrey,8.0,Colombia
1360,1393,J. Martínez,Portimonense SC,9.0,Colombia
1361,1394,G. Moreno,Shanghai Shenhua FC,10.0,Colombia
1362,1395,T. Gutiérrez,Junior FC,29.0,Colombia
1363,1396,Mexer,FC Girondins de Bordeaux,4.0,Mozambique
1364,1397,Héldon,Al Taawoun,20.0,Cape Verde Islands
1365,1398,D. Boyata,Hertha BSC,20.0,Belgium
1366,1399,M. Höger,1. FC Köln,6.0,Germany
1367,1400,C. Ortíz,CF Monterrey,16.0,Paraguay
1368,1401,Raúl Navas,CA Osasuna,3.0,Spain
1369,1402,M. Gabbiadini,U.C. Sampdoria,23.0,Italy
1370,1403,S. Taïder,Club de Foot Montréal,8.0,Algeria
1371,1404,João Pedro,Cagliari,10.0,Brazil
1372,1405,H. Tekin,Fenerbahçe SK,35.0,Turkey
1373,1406,J. Clasie,AZ Alkmaar,20.0,Netherlands
1374,1407,R. Inglese,Parma,9.0,Italy
1375,1408,Oriol Romeu,Southampton,14.0,Spain
1376,1409,J. Guidetti,Deportivo Alavés,10.0,Sweden
1377,1410,D. Praet,Leicester City,26.0,Belgium
1378,1411,L. Unnerstall,PSV,13.0,Germany
1379,1412,N. Jørgensen,Feyenoord,9.0,Denmark
1380,1413,A. Maher,FC Utrecht,6.0,Netherlands
1381,1414,B. Raman,FC Schalke 04,9.0,Belgium
1382,1415,C. Schindler,Huddersfield Town,26.0,Germany
1383,1416,Juan Jesus,Roma,5.0,Brazil
1384,1417,A. Wakaso,Vitória de Guimarães,25.0,Ghana
1385,1418,E. Gigliotti,Deportivo Toluca,9.0,Argentina
1386,1419,Cédric,Southampton,2.0,Portugal
1387,1420,R. Morrison,Sheffield United,14.0,England
1388,1421,V. Darida,Hertha BSC,6.0,Czech Republic
1389,1422,R. Brady,Burnley,12.0,Republic of Ireland
1390,1423,F. Fernández,Newcastle United,18.0,Argentina
1391,1424,F. Klaus,VfL Wolfsburg,11.0,Germany
1392,1425,Aleix Vidal,Deportivo Alavés,18.0,Spain
1393,1426,O. Onazi,Trabzonspor,6.0,Nigeria
1394,1427,T. Monconduit,Amiens SC,6.0,France
1395,1428,M. Elyounoussi,Southampton,11.0,Norway
1396,1429,A. Knockaert,Fulham,24.0,France
1397,1430,J. Bořil,SK Slavia Praha,18.0,Czech Republic
1398,1431,S. Sanogo,Al Ittihad,35.0,Côte d'Ivoire
1399,1432,J. Locadia,Brighton & Hove Albion,9.0,Netherlands
1400,1433,R. Ruidíaz,Seattle Sounders FC,9.0,Peru
1401,1434,J. Campbell,Club León,8.0,Costa Rica
1402,1435,R. Ibarra,Club América,30.0,Ecuador
1403,1436,Toño García,Levante Unión Deportiva,3.0,Spain
1404,1437,C. Taylor,Burnley,3.0,England
1405,1438,N. Sliti,Ettifaq FC,23.0,Tunisia
1406,1439,S. Kverkvelia,FC Lokomotiv Moscow,33.0,Georgia
1407,1440,Alberto Moreno,Villarreal CF,18.0,Spain
1408,1441,D. Gayle,Newcastle United,21.0,England
1409,1442,S. Denswil,Bologna,4.0,Netherlands
1410,1443,M. Livaja,AEK Athens,10.0,Croatia
1411,1444,Y. Mvogo,RB Leipzig,28.0,Switzerland
1412,1445,I. Hayden,Newcastle United,14.0,England
1413,1446,D. Heintz,Sport-Club Freiburg,23.0,Germany
1414,1447,D. Garmash,Dynamo Kyiv,19.0,Ukraine
1415,1448,Y. Abdelhamid,Stade de Reims,5.0,Morocco
1416,1450,Paulinho,Portimonense SC,8.0,Brazil
1417,1451,Matheus,SC Braga,1.0,Brazil
1418,1452,G. González,LA Galaxy,21.0,Costa Rica
1419,1453,A. Thomasson,RC Strasbourg Alsace,26.0,France
1420,1454,Guilherme,Olympiacos CFP,8.0,Brazil
1421,1455,D. Siovas,CD Leganés,22.0,Greece
1422,1456,E. Mena,Racing Club,5.0,Chile
1423,1457,Garry Rodrigues,Fenerbahçe SK,24.0,Cape Verde Islands
1424,1458,J. Córdoba,1. FC Köln,15.0,Colombia
1425,1459,A. Szymanowski,CD Leganés,11.0,Argentina
1426,1460,A. Rusnák,Real Salt Lake,11.0,Slovakia
1427,1461,R. Steffen,VfL Wolfsburg,8.0,Switzerland
1428,1462,Paulo Oliveira,SD Eibar,12.0,Portugal
1429,1463,B. Engels,Aston Villa,22.0,Belgium
1430,1464,C. McGregor,Celtic,42.0,Scotland
1431,1465,Rubén Blanco,RC Celta de Vigo,13.0,Spain
1432,1466,Fernandinho,Hebei FC,32.0,Brazil
1433,1467,K. Linetty,U.C. Sampdoria,7.0,Poland
1434,1468,Luiz Phellype,Sporting CP,29.0,Brazil
1435,1469,P. Gollini,Atalanta,95.0,Italy
1436,1470,Pere Pons,Deportivo Alavés,20.0,Spain
1437,1471,R. Khedira,FC Augsburg,8.0,Germany
1438,1472,D. Kohr,Eintracht Frankfurt,28.0,Germany
1439,1473,Ricardo Esgaio,SC Braga,47.0,Portugal
1440,1474,A. Masuaku,West Ham United,26.0,Congo DR
1441,1475,L. Augustinsson,SV Werder Bremen,5.0,Sweden
1442,1476,D. Yedlin,Newcastle United,22.0,United States
1443,1477,J. Hendrix,PSV,8.0,Netherlands
1444,1478,Ó. Duarte,Levante Unión Deportiva,6.0,Costa Rica
1445,1479,F. Di Francesco,SPAL,31.0,Italy
1446,1480,M. Uribe,FC Porto,16.0,Colombia
1447,1481,F. Mancuello,Deportivo Toluca,11.0,Argentina
1448,1482,M. Benítez,Club Atlético Independiente,10.0,Argentina
1449,1483,A. Aguerre,Newell's Old Boys,1.0,Argentina
1450,1484,G. Herrera,Club Atlético Talleres,22.0,Argentina
