,common_entity,entity1,entity2,entity3,entity4
928,Garfield,2004,Peter Hewitt,USA,animation
929,Christmas with the Kranks,2004,Joe Roth,USA,non-animation
930,Moneyball,2011,Bennett Miller,USA,non-animation
931,Outbreak,1995,Wolfgang Petersen,USA,non-animation
932,Non-Stop,2014,Jaume Collet-Serra,UK,non-animation
933,Race to Witch Mountain,2009,Andy Fickman,USA,non-animation
934,V for Vendetta,2005,James McTeigue,USA,non-animation
935,Shanghai Knights,2003,David Dobkin,USA,non-animation
936,Curious George,2006,Matthew O'Callaghan,USA,animation
937,Herbie Fully Loaded,2005,Angela Robinson,USA,non-animation
938,Don't Say a Word,2001,Gary Fleder,USA,non-animation
939,Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,Germany,non-animation
940,Unfaithful,2002,Adrian Lyne,USA,non-animation
941,I Am Number Four,2011,D.J. Caruso,USA,non-animation
942,Syriana,2005,Stephen Gaghan,USA,non-animation
943,13 Hours,2016,Michael Bay,USA,non-animation
944,The Book of Life,2014,Jorge R. Gutiérrez,USA,animation
945,Firewall,2006,Richard Loncraine,USA,non-animation
946,Absolute Power,1997,Clint Eastwood,USA,non-animation
947,G.I. Jane,1997,Ridley Scott,USA,non-animation
948,The Game,1997,David Fincher,USA,non-animation
949,Silent Hill,2006,Christophe Gans,Canada,non-animation
950,The Replacements,2000,Howard Deutch,USA,non-animation
951,American Reunion,2012,Jon Hurwitz,USA,non-animation
952,The Negotiator,1998,F. Gary Gray,Germany,non-animation
953,Into the Storm,2014,Steven Quale,USA,non-animation
954,Beverly Hills Cop III,1994,John Landis,USA,non-animation
955,Gremlins 2: The New Batch,1990,Joe Dante,USA,non-animation
956,The Judge,2014,David Dobkin,USA,non-animation
957,The Peacemaker,1997,Mimi Leder,USA,non-animation
958,Resident Evil: Apocalypse,2004,Alexander Witt,Germany,non-animation
959,Bridget Jones: The Edge of Reason,2004,Beeban Kidron,UK,non-animation
960,Out of Time,2003,Carl Franklin,USA,non-animation
961,On Deadly Ground,1994,Steven Seagal,USA,non-animation
962,The Adventures of Sharkboy and Lavagirl 3-D,2005,Robert Rodriguez,USA,non-animation
963,The Beach,2000,Danny Boyle,USA,non-animation
964,Raising Helen,2004,Garry Marshall,USA,non-animation
965,Ninja Assassin,2009,James McTeigue,USA,non-animation
966,For Love of the Game,1999,Sam Raimi,USA,non-animation
967,Striptease,1996,Andrew Bergman,USA,non-animation
968,Marmaduke,2010,Tom Dey,USA,non-animation
969,Hereafter,2010,Clint Eastwood,USA,non-animation
970,Murder by Numbers,2002,Barbet Schroeder,USA,non-animation
971,Assassins,1995,Richard Donner,France,non-animation
972,Hannibal Rising,2007,Peter Webber,UK,non-animation
973,The Story of Us,1999,Rob Reiner,USA,non-animation
974,The Host,2013,Andrew Niccol,USA,non-animation
975,Basic,2003,John McTiernan,Germany,non-animation
976,Blood Work,2002,Clint Eastwood,USA,non-animation
977,The International,2009,Tom Tykwer,USA,non-animation
978,Escape from L.A.,1996,John Carpenter,USA,non-animation
979,The Iron Giant,1999,Brad Bird,USA,animation
980,The Life Aquatic with Steve Zissou,2004,Wes Anderson,USA,non-animation
981,Free State of Jones,2016,Gary Ross,USA,non-animation
982,The Life of David Gale,2003,Alan Parker,USA,non-animation
983,Man of the House,2005,Stephen Herek,USA,non-animation
984,Run All Night,2015,Jaume Collet-Serra,USA,non-animation
985,Eastern Promises,2007,David Cronenberg,USA,non-animation
986,Into the Blue,2005,John Stockwell,USA,non-animation
987,The Messenger: The Story of Joan of Arc,1999,Luc Besson,France,non-animation
988,Your Highness,2011,David Gordon Green,USA,non-animation
989,Dream House,2011,Jim Sheridan,USA,non-animation
990,Mad City,1997,Costa-Gavras,USA,non-animation
991,Baby's Day Out,1994,Patrick Read Johnson,USA,non-animation
992,The Scarlet Letter,1995,Roland Joffé,USA,non-animation
993,Fair Game,2010,Doug Liman,USA,non-animation
994,Domino,2005,Tony Scott,France,non-animation
995,Jade,1995,William Friedkin,USA,non-animation
996,Gamer,2009,Mark Neveldine,USA,non-animation
997,Beautiful Creatures,2013,Richard LaGravenese,USA,non-animation
998,Death to Smoochy,2002,Danny DeVito,UK,non-animation
999,Zoolander 2,2016,Ben Stiller,USA,non-animation
1000,The Big Bounce,2004,George Armitage,USA,non-animation
1001,What Planet Are You From?,2000,Mike Nichols,USA,non-animation
1002,Drive Angry,2011,Patrick Lussier,USA,non-animation
1003,Street Fighter: The Legend of Chun-Li,2009,Andrzej Bartkowiak,Canada,non-animation
1004,The One,2001,James Wong,USA,non-animation
1005,The Adventures of Ford Fairlane,1990,Renny Harlin,USA,non-animation
1006,Pirate Radio,2009,Richard Curtis,UK,non-animation
1007,Traffic,2000,Steven Soderbergh,USA,non-animation
1008,Indiana Jones and the Last Crusade,1989,Steven Spielberg,USA,non-animation
1009,Anna Karenina,2012,Joe Wright,UK,non-animation
1010,Chappie,2015,Neill Blomkamp,USA,non-animation
1011,The Bone Collector,1999,Phillip Noyce,USA,non-animation
1012,Panic Room,2002,David Fincher,USA,non-animation
1013,The Tooth Fairy,2006,Chuck Bowman,USA,non-animation
1014,Three Kings,1999,David O. Russell,USA,non-animation
1015,Child 44,2015,Daniel Espinosa,Czech Republic,non-animation
1016,Rat Race,2001,Jerry Zucker,Canada,non-animation
1017,K-PAX,2001,Iain Softley,USA,non-animation
1018,Kate & Leopold,2001,James Mangold,USA,non-animation
1019,Bedazzled,2000,Harold Ramis,USA,non-animation
1020,The Cotton Club,1984,Francis Ford Coppola,USA,non-animation
1021,3:10 to Yuma,2007,James Mangold,USA,non-animation
1022,Taken 3,2014,Olivier Megaton,France,non-animation
1023,Out of Sight,1998,Steven Soderbergh,USA,non-animation
1024,The Cable Guy,1996,Ben Stiller,USA,non-animation
1025,Earth,1998,Deepa Mehta,India,non-animation
1026,Dick Tracy,1990,Warren Beatty,USA,non-animation
1027,The Thomas Crown Affair,1999,John McTiernan,USA,non-animation
1028,Riding in Cars with Boys,2001,Penny Marshall,USA,non-animation
1029,First Blood,1982,Ted Kotcheff,USA,non-animation
1030,Solaris,1972,Andrei Tarkovsky,Soviet Union,non-animation
1031,Happily N'Ever After,2006,Paul Bolger,USA,animation
1032,Mary Reilly,1996,Stephen Frears,USA,non-animation
1033,My Best Friend's Wedding,1997,P.J. Hogan,USA,non-animation
1034,America's Sweethearts,2001,Joe Roth,USA,non-animation
1035,Insomnia,2002,Christopher Nolan,USA,non-animation
1036,Star Trek: First Contact,1996,Jonathan Frakes,USA,non-animation
1037,Jonah Hex,2010,Jimmy Hayward,USA,non-animation
1038,Courage Under Fire,1996,Edward Zwick,USA,non-animation
1039,Liar Liar,1997,Tom Shadyac,USA,non-animation
1040,The Infiltrator,2016,Brad Furman,UK,non-animation
1041,Inchon,1981,Terence Young,South Korea,non-animation
1042,The Flintstones,1994,Brian Levant,USA,non-animation
1043,Taken 2,2012,Olivier Megaton,France,non-animation
1044,Scary Movie 3,2003,David Zucker,USA,non-animation
1045,Miss Congeniality,2000,Donald Petrie,USA,non-animation
1046,Journey to the Center of the Earth,2008,Eric Brevig,USA,non-animation
1047,The Princess Diaries 2: Royal Engagement,2004,Garry Marshall,USA,non-animation
1048,The Pelican Brief,1993,Alan J. Pakula,USA,non-animation
1049,The Client,1994,Joel Schumacher,USA,non-animation
1050,The Bucket List,2007,Rob Reiner,USA,non-animation
1051,Patriot Games,1992,Phillip Noyce,USA,non-animation
1052,Monster-in-Law,2005,Robert Luketic,Germany,non-animation
1053,Prisoners,2013,Denis Villeneuve,USA,non-animation
1054,Training Day,2001,Antoine Fuqua,USA,non-animation
1055,Galaxy Quest,1999,Dean Parisot,USA,non-animation
1056,Scary Movie 2,2001,Keenen Ivory Wayans,USA,non-animation
1057,The Muppets,2011,James Bobin,USA,non-animation
1058,Blade,1998,Stephen Norrington,USA,non-animation
1059,Coach Carter,2005,Thomas Carter,USA,non-animation
1060,Changing Lanes,2002,Roger Michell,USA,non-animation
1061,Anaconda,1997,Luis Llosa,USA,non-animation
1062,Coyote Ugly,2000,David McNally,USA,non-animation
1063,Love Actually,2003,Richard Curtis,UK,non-animation
1064,A Bug's Life,1998,John Lasseter,USA,animation
1065,From Hell,2001,Albert Hughes,USA,non-animation
1066,The Specialist,1994,Luis Llosa,Peru,non-animation
1067,Tin Cup,1996,Ron Shelton,USA,non-animation
1068,"Yours, Mine and Ours",1968,Melville Shavelson,USA,non-animation
1069,Kicking & Screaming,2005,Jesse Dylan,USA,non-animation
1070,The Hitchhiker's Guide to the Galaxy,2005,Garth Jennings,USA,non-animation
1071,Fat Albert,2004,Joel Zwick,USA,non-animation
1072,Resident Evil: Extinction,2007,Russell Mulcahy,France,non-animation
1073,Blended,2014,Frank Coraci,USA,non-animation
1074,Last Holiday,2006,Wayne Wang,USA,non-animation
1075,The River Wild,1994,Curtis Hanson,USA,non-animation
1076,The Indian in the Cupboard,1995,Frank Oz,USA,non-animation
1077,Savages,2012,Oliver Stone,USA,non-animation
1078,Cellular,2004,David R. Ellis,USA,non-animation
1079,Johnny English,2003,Peter Howitt,UK,non-animation
1080,The Ant Bully,2006,John A. Davis,USA,animation
1081,Dune,1984,David Lynch,USA,non-animation
1082,Across the Universe,2007,Julie Taymor,USA,non-animation
1083,Revolutionary Road,2008,Sam Mendes,USA,non-animation
1084,16 Blocks,2006,Richard Donner,Germany,non-animation
1085,Babylon A.D.,2008,Mathieu Kassovitz,France,non-animation
1086,The Glimmer Man,1996,John Gray,USA,non-animation
1087,Multiplicity,1996,Harold Ramis,USA,non-animation
1088,Aliens in the Attic,2009,John Schultz,USA,non-animation
1089,The Pledge,2001,Sean Penn,USA,non-animation
1090,The Producers,2005,Susan Stroman,USA,non-animation
1091,The Phantom,1996,Simon Wincer,Australia,non-animation
1092,All the Pretty Horses,2000,Billy Bob Thornton,USA,non-animation
1093,Nixon,1995,Oliver Stone,USA,non-animation
1094,The Ghost Writer,2010,Roman Polanski,France,non-animation
1095,Deep Rising,1998,Stephen Sommers,USA,non-animation
1096,Miracle at St. Anna,2008,Spike Lee,USA,non-animation
1097,Curse of the Golden Flower,2006,Yimou Zhang,China,non-animation
1098,Bangkok Dangerous,2008,Danny Pang,USA,non-animation
1099,Big Trouble,2002,Barry Sonnenfeld,USA,non-animation
1100,Love in the Time of Cholera,2007,Mike Newell,USA,non-animation
1101,Shadow Conspiracy,1997,George P. Cosmatos,USA,non-animation
1102,Johnny English Reborn,2011,Oliver Parker,USA,non-animation
1103,Foodfight!,2012,Lawrence Kasanoff,USA,animation
1104,Argo,2012,Ben Affleck,USA,non-animation
1105,The Fugitive,1993,Andrew Davis,USA,non-animation
1106,The Bounty Hunter,2010,Andy Tennant,USA,non-animation
1107,Sleepers,1996,Barry Levinson,USA,non-animation
1108,Rambo: First Blood Part II,1985,George P. Cosmatos,USA,non-animation
1109,The Juror,1996,Brian Gibson,USA,non-animation
1110,Pinocchio,1940,Norman Ferguson,USA,animation
1111,Heaven's Gate,1980,Michael Cimino,USA,non-animation
1112,Underworld: Evolution,2006,Len Wiseman,USA,non-animation
1113,Victor Frankenstein,2015,Paul McGuigan,USA,non-animation
1114,Finding Forrester,2000,Gus Van Sant,USA,non-animation
1115,28 Days,2000,Betty Thomas,USA,non-animation
1116,Unleashed,2005,Louis Leterrier,France,non-animation
1117,The Sweetest Thing,2002,Roger Kumble,USA,non-animation
1118,The Firm,1993,Sydney Pollack,USA,non-animation
1119,Charlie St. Cloud,2010,Burr Steers,USA,non-animation
1120,The Mechanic,2011,Simon West,USA,non-animation
1121,21 Jump Street,2012,Phil Lord,USA,non-animation
1122,Notting Hill,1999,Roger Michell,UK,non-animation
1123,Chicken Run,2000,Peter Lord,UK,animation
1124,Along Came Polly,2004,John Hamburg,USA,non-animation
1125,Boomerang,1992,Reginald Hudlin,USA,non-animation
1126,The Heat,2013,Paul Feig,USA,non-animation
1127,Cleopatra,1963,Joseph L. Mankiewicz,UK,non-animation
1128,Here Comes the Boom,2012,Frank Coraci,USA,non-animation
1129,High Crimes,2002,Carl Franklin,USA,non-animation
1130,The Mirror Has Two Faces,1996,Barbra Streisand,USA,non-animation
1131,The Mothman Prophecies,2002,Mark Pellington,USA,non-animation
1132,Brüno,2009,Larry Charles,USA,non-animation
1133,Licence to Kill,1989,John Glen,UK,non-animation
1134,Red Riding Hood,2011,Catherine Hardwicke,USA,non-animation
1135,15 Minutes,2001,John Herzfeld,USA,non-animation
1136,Super Mario Bros.,1993,Annabel Jankel,UK,non-animation
1137,Lord of War,2005,Andrew Niccol,USA,non-animation
1138,Hero,2002,Yimou Zhang,China,non-animation
1139,One for the Money,2012,Julie Anne Robinson,USA,non-animation
1140,The Interview,2014,Evan Goldberg,USA,non-animation
1141,The Warrior's Way,2010,Sngmoo Lee,New Zealand,non-animation
1142,Micmacs,2009,Jean-Pierre Jeunet,France,non-animation
1143,8 Mile,2002,Curtis Hanson,USA,non-animation
1144,Animal Kingdom: Let's go Ape,2015,Jamel Debbouze,France,animation
1145,A Knight's Tale,2001,Brian Helgeland,USA,non-animation
1146,The Medallion,2003,Gordon Chan,Hong Kong,non-animation
1147,The Sixth Sense,1999,M. Night Shyamalan,USA,non-animation
1148,Man on a Ledge,2012,Asger Leth,USA,non-animation
1149,The Big Year,2011,David Frankel,USA,non-animation
1150,The Karate Kid,1984,John G. Avildsen,USA,non-animation
1151,American Hustle,2013,David O. Russell,USA,non-animation
1152,The Proposal,2009,Anne Fletcher,USA,non-animation
1153,Double Jeopardy,1999,Bruce Beresford,USA,non-animation
1154,Back to the Future Part II,1989,Robert Zemeckis,USA,non-animation
1155,Lucy,2014,Luc Besson,France,non-animation
1156,Fifty Shades of Grey,2015,Sam Taylor-Johnson,USA,non-animation
1157,Spy Kids 3-D: Game Over,2003,Robert Rodriguez,USA,non-animation
1158,A Time to Kill,1996,Joel Schumacher,USA,non-animation
1159,Cheaper by the Dozen,2003,Shawn Levy,USA,non-animation
1160,Lone Survivor,2013,Peter Berg,USA,non-animation
1161,A League of Their Own,1992,Penny Marshall,USA,non-animation
1162,The Conjuring 2,2016,James Wan,USA,non-animation
1163,The Social Network,2010,David Fincher,USA,non-animation
1164,He's Just Not That Into You,2009,Ken Kwapis,USA,non-animation
1165,Scary Movie 4,2006,David Zucker,USA,non-animation
1166,Scream 3,2000,Wes Craven,USA,non-animation
1167,Back to the Future Part III,1990,Robert Zemeckis,USA,non-animation
1168,Get Hard,2015,Etan Cohen,USA,non-animation
1169,Bram Stoker's Dracula,1992,Francis Ford Coppola,USA,non-animation
1170,Julie & Julia,2009,Nora Ephron,USA,non-animation
1171,42,2013,Brian Helgeland,USA,non-animation
1172,The Talented Mr. Ripley,1999,Anthony Minghella,USA,non-animation
1173,Dumb and Dumber To,2014,Bobby Farrelly,USA,non-animation
1174,Eight Below,2006,Frank Marshall,USA,non-animation
1175,The Intern,2015,Nancy Meyers,USA,non-animation
1176,Ride Along 2,2016,Tim Story,USA,non-animation
1177,The Last of the Mohicans,1992,Michael Mann,USA,non-animation
1178,Ray,2004,Taylor Hackford,USA,non-animation
1179,Sin City,2005,Frank Miller,USA,non-animation
1180,Vantage Point,2008,Pete Travis,USA,non-animation
1181,"I Love You, Man",2009,John Hamburg,USA,non-animation
1182,Shallow Hal,2001,Bobby Farrelly,USA,non-animation
1183,JFK,1991,Oliver Stone,France,non-animation
1184,Big Momma's House 2,2006,John Whitesell,USA,non-animation
1185,The Mexican,2001,Gore Verbinski,USA,non-animation
1186,17 Again,2009,Burr Steers,USA,non-animation
1187,The Other Woman,2014,Nick Cassavetes,USA,non-animation
1188,The Final Destination,2009,David R. Ellis,USA,non-animation
1189,Bridge of Spies,2015,Steven Spielberg,USA,non-animation
1190,Behind Enemy Lines,2001,John Moore,USA,non-animation
1191,Get Him to the Greek,2010,Nicholas Stoller,USA,non-animation
1192,Shall We Dance,2004,Peter Chelsom,USA,non-animation
1193,Small Soldiers,1998,Joe Dante,USA,non-animation
1194,Spawn,1997,Mark A.Z. Dippé,USA,non-animation
1195,The Count of Monte Cristo,2002,Kevin Reynolds,UK,non-animation
1196,The Lincoln Lawyer,2011,Brad Furman,USA,non-animation
1197,Unknown,2011,Jaume Collet-Serra,UK,non-animation
1198,The Prestige,2006,Christopher Nolan,USA,non-animation
1199,Horrible Bosses 2,2014,Sean Anders,USA,non-animation
1200,Escape from Planet Earth,2013,Cal Brunker,USA,animation
1201,Apocalypto,2006,Mel Gibson,USA,non-animation
1202,The Living Daylights,1987,John Glen,UK,non-animation
1203,Predators,2010,Nimród Antal,USA,non-animation
1204,Legal Eagles,1986,Ivan Reitman,USA,non-animation
1205,Secret Window,2004,David Koepp,USA,non-animation
1206,The Lake House,2006,Alejandro Agresti,USA,non-animation
1207,The Skeleton Key,2005,Iain Softley,USA,non-animation
1208,The Odd Life of Timothy Green,2012,Peter Hedges,USA,non-animation
1209,Made of Honor,2008,Paul Weiland,USA,non-animation
1210,Jersey Boys,2014,Clint Eastwood,USA,non-animation
1211,The Rainmaker,1997,Francis Ford Coppola,USA,non-animation
1212,Gothika,2003,Mathieu Kassovitz,USA,non-animation
1213,Amistad,1997,Steven Spielberg,USA,non-animation
1214,Medicine Man,1992,John McTiernan,USA,non-animation
1215,Aliens vs. Predator: Requiem,2007,Colin Strause,USA,non-animation
1216,Ri¢hie Ri¢h,1994,Donald Petrie,USA,non-animation
1217,Autumn in New York,2000,Joan Chen,USA,non-animation
1218,Music and Lyrics,2007,Marc Lawrence,USA,non-animation
1219,Paul,2011,Greg Mottola,USA,non-animation
1220,The Guilt Trip,2012,Anne Fletcher,USA,non-animation
1221,Scream 4,2011,Wes Craven,USA,non-animation
1222,8MM,1999,Joel Schumacher,Germany,non-animation
1223,The Doors,1991,Oliver Stone,USA,non-animation
1224,Sex Tape,2014,Jake Kasdan,USA,non-animation
1225,Hanging Up,2000,Diane Keaton,Germany,non-animation
1226,Final Destination 5,2011,Steven Quale,USA,non-animation
1227,Mickey Blue Eyes,1999,Kelly Makin,UK,non-animation
1228,Pay It Forward,2000,Mimi Leder,USA,non-animation
1229,Fever Pitch,2005,Bobby Farrelly,USA,non-animation
1230,Drillbit Taylor,2008,Steven Brill,USA,non-animation
1231,A Million Ways to Die in the West,2014,Seth MacFarlane,USA,non-animation
1232,The Shadow,1994,Russell Mulcahy,USA,non-animation
1233,Extremely Loud & Incredibly Close,2011,Stephen Daldry,USA,non-animation
1234,Morning Glory,2010,Roger Michell,USA,non-animation
1235,Get Rich or Die Tryin',2005,Jim Sheridan,USA,non-animation
1236,The Art of War,2000,Christian Duguay,USA,non-animation
1237,Rent,2005,Chris Columbus,USA,non-animation
1238,Bless the Child,2000,Chuck Russell,USA,non-animation
1239,The Out-of-Towners,1999,Sam Weisman,USA,non-animation
1240,The Island of Dr. Moreau,1996,John Frankenheimer,USA,non-animation
1241,The Musketeer,2001,Peter Hyams,Germany,non-animation
1242,The Other Boleyn Girl,2008,Justin Chadwick,UK,non-animation
1243,Sweet November,2001,Pat O'Connor,USA,non-animation
1244,The Reaping,2007,Stephen Hopkins,USA,non-animation
1245,Mean Streets,1973,Martin Scorsese,USA,non-animation
1246,Renaissance Man,1994,Penny Marshall,USA,non-animation
1247,Colombiana,2011,Olivier Megaton,France,non-animation
1248,The Magic Sword: Quest for Camelot,1998,Frederik Du Chau,USA,animation
1249,City by the Sea,2002,Michael Caton-Jones,USA,non-animation
1250,At First Sight,1999,Irwin Winkler,USA,non-animation
1251,Torque,2004,Joseph Kahn,USA,non-animation
1252,City Hall,1996,Harold Becker,USA,non-animation
1253,Showgirls,1995,Paul Verhoeven,France,non-animation
1254,Marie Antoinette,2006,Sofia Coppola,USA,non-animation
1255,Kiss of Death,1995,Barbet Schroeder,USA,non-animation
1256,Get Carter,2000,Stephen Kay,USA,non-animation
1257,The Impossible,2012,J.A. Bayona,Spain,non-animation
1258,Ishtar,1987,Elaine May,USA,non-animation
1259,Fantastic Mr. Fox,2009,Wes Anderson,USA,animation
1260,Life or Something Like It,2002,Stephen Herek,USA,non-animation
1261,Memoirs of an Invisible Man,1992,John Carpenter,USA,non-animation
1262,Amélie,2001,Jean-Pierre Jeunet,France,non-animation
1263,New York Minute,2004,Dennie Gordon,USA,non-animation
1264,Alfie,2004,Charles Shyer,UK,non-animation
1265,Big Miracle,2012,Ken Kwapis,USA,non-animation
1266,The Deep End of the Ocean,1999,Ulu Grosbard,USA,non-animation
1267,Feardotcom,2002,William Malone,UK,non-animation
1268,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,USA,non-animation
1269,Duplex,2003,Danny DeVito,USA,non-animation
1270,Soul Men,2008,Malcolm D. Lee,USA,non-animation
1271,Raise the Titanic,1980,Jerry Jameson,UK,non-animation
1272,Universal Soldier: The Return,1999,Mic Rodgers,USA,non-animation
1273,Pandorum,2009,Christian Alvart,Germany,non-animation
1274,Impostor,2001,Gary Fleder,USA,non-animation
1275,Extreme Ops,2002,Christian Duguay,UK,non-animation
1276,Just Visiting,2001,Jean-Marie Poiré,France,non-animation
1277,Sunshine,2007,Danny Boyle,UK,non-animation
1278,A Thousand Words,2012,Brian Robbins,USA,non-animation
1279,Delgo,2008,Marc F. Adler,USA,animation
1280,The Gunman,2015,Pierre Morel,USA,non-animation
1281,Alex Rider: Operation Stormbreaker,2006,Geoffrey Sax,Germany,non-animation
1282,Disturbia,2007,D.J. Caruso,USA,non-animation
1283,Hackers,1995,Iain Softley,USA,non-animation
1284,The Hunting Party,2007,Richard Shepard,USA,non-animation
1285,The Hudsucker Proxy,1994,Joel Coen,UK,non-animation
1286,The Warlords,2007,Peter Ho-Sun Chan,Hong Kong,non-animation
1287,Nomad: The Warrior,2005,Sergey Bodrov,France,non-animation
1288,Snowpiercer,2013,Joon-ho Bong,South Korea,non-animation
1289,A Monster in Paris,2011,Bibo Bergeron,France,animation
1290,The Last Shot,2004,Jeff Nathanson,USA,non-animation
1291,The Crow,1994,Alex Proyas,USA,non-animation
1292,Baahubali: The Beginning,2015,S.S. Rajamouli,India,non-animation
1293,The Time Traveler's Wife,2009,Robert Schwentke,USA,non-animation
1294,Because I Said So,2007,Michael Lehmann,USA,non-animation
1295,Frankenweenie,2012,Tim Burton,USA,animation
1296,Serenity,2005,Joss Whedon,USA,non-animation
1297,Against the Ropes,2004,Charles S. Dutton,USA,non-animation
1298,Superman III,1983,Richard Lester,UK,non-animation
1299,Grudge Match,2013,Peter Segal,USA,non-animation
1300,Red Cliff,2008,John Woo,China,non-animation
1301,Sweet Home Alabama,2002,Andy Tennant,USA,non-animation
1302,The Ugly Truth,2009,Robert Luketic,USA,non-animation
1303,Sgt. Bilko,1996,Jonathan Lynn,USA,non-animation
1304,Spy Kids 2: Island of Lost Dreams,2002,Robert Rodriguez,USA,non-animation
1305,Star Trek: Generations,1994,David Carson,USA,non-animation
1306,The Grandmaster,2013,Kar-Wai Wong,Hong Kong,non-animation
1307,Water for Elephants,2011,Francis Lawrence,USA,non-animation
1308,Dragon Nest: Warriors' Dawn,2014,Yuefeng Song,China,animation
1309,The Hurricane,1999,Norman Jewison,USA,non-animation
1310,Enough,2002,Michael Apted,USA,non-animation
1311,Heartbreakers,2001,David Mirkin,USA,non-animation
1312,Paul Blart: Mall Cop 2,2015,Andy Fickman,USA,non-animation
1313,Angel Eyes,2001,Luis Mandoki,USA,non-animation
1314,Joe Somebody,2001,John Pasquin,USA,non-animation
1315,The Ninth Gate,1999,Roman Polanski,Spain,non-animation
1316,Extreme Measures,1996,Michael Apted,USA,non-animation
1317,Rock Star,2001,Stephen Herek,USA,non-animation
1318,Precious,2009,Lee Daniels,USA,non-animation
1319,White Squall,1996,Ridley Scott,USA,non-animation
1320,The Thing,1982,John Carpenter,USA,non-animation
1321,Riddick,2013,David Twohy,USA,non-animation
1322,Switchback,1997,Jeb Stuart,USA,non-animation
1323,Texas Rangers,2001,Steve Miner,USA,non-animation
1324,City of Ember,2008,Gil Kenan,USA,non-animation
1325,The Master,2012,Paul Thomas Anderson,USA,non-animation
1326,Virgin Territory,2007,David Leland,Italy,non-animation
1327,The Express,2008,Gary Fleder,USA,non-animation
1328,The 5th Wave,2016,J Blakeson,USA,non-animation
1329,Creed,2015,Ryan Coogler,USA,non-animation
1330,The Town,2010,Ben Affleck,USA,non-animation
1331,What to Expect When You're Expecting,2012,Kirk Jones,USA,non-animation
1332,Burn After Reading,2008,Ethan Coen,USA,non-animation
1333,Nim's Island,2008,Jennifer Flackett,USA,non-animation
1334,Rush,2013,Ron Howard,UK,non-animation
1335,Magnolia,1999,Paul Thomas Anderson,USA,non-animation
1336,Cop Out,2010,Kevin Smith,USA,non-animation
1337,How to Be Single,2016,Christian Ditter,USA,non-animation
1338,Dolphin Tale,2011,Charles Martin Smith,USA,non-animation
1339,Twilight,2008,Catherine Hardwicke,USA,non-animation
1340,John Q,2002,Nick Cassavetes,USA,non-animation
1341,Blue Streak,1999,Les Mayfield,USA,non-animation
1342,We're the Millers,2013,Rawson Marshall Thurber,USA,non-animation
1343,Obitaemyy ostrov,2009,Fedor Bondarchuk,Russia,non-animation
1344,Breakdown,1997,Jonathan Mostow,USA,non-animation
1345,Never Say Never Again,1983,Irvin Kershner,UK,non-animation
1346,Hot Tub Time Machine,2010,Steve Pink,USA,non-animation
1347,Dolphin Tale 2,2014,Charles Martin Smith,USA,non-animation
1348,Reindeer Games,2000,John Frankenheimer,USA,non-animation
1349,A Man Apart,2003,F. Gary Gray,USA,non-animation
1350,Aloha,2015,Cameron Crowe,USA,non-animation
1351,Ghosts of Mississippi,1996,Rob Reiner,USA,non-animation
1352,Snow Falling on Cedars,1999,Scott Hicks,USA,non-animation
1353,The Rite,2011,Mikael Håfström,USA,non-animation
1354,Gattaca,1997,Andrew Niccol,USA,non-animation
1355,Isn't She Great,2000,Andrew Bergman,USA,non-animation
1356,Space Chimps,2008,Kirk De Micco,USA,animation
1357,Head of State,2003,Chris Rock,USA,non-animation
1358,The Hangover,2009,Todd Phillips,USA,non-animation
1359,Ip Man 3,2015,Wilson Yip,Hong Kong,non-animation
1360,Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,USA,non-animation
1361,Batman,1989,Tim Burton,USA,non-animation
1362,There Be Dragons,2011,Roland Joffé,Spain,non-animation
1363,Lethal Weapon 3,1992,Richard Donner,USA,non-animation
1364,The Blind Side,2009,John Lee Hancock,USA,non-animation
1365,Spy Kids,2001,Robert Rodriguez,USA,non-animation
1366,Horrible Bosses,2011,Seth Gordon,USA,non-animation
1367,True Grit,2010,Ethan Coen,USA,non-animation
1368,The Devil Wears Prada,2006,David Frankel,USA,non-animation
1369,Star Trek: The Motion Picture,1979,Robert Wise,USA,non-animation
1370,Identity Thief,2013,Seth Gordon,USA,non-animation
1371,Cape Fear,1991,Martin Scorsese,USA,non-animation
1372,21,2008,Robert Luketic,USA,non-animation
1373,Trainwreck,2015,Judd Apatow,Japan,non-animation
1374,Guess Who,2005,Kevin Rodney Sullivan,USA,non-animation
1375,The English Patient,1996,Anthony Minghella,USA,non-animation
1376,L.A. Confidential,1997,Curtis Hanson,USA,non-animation
1377,Sky High,2005,Mike Mitchell,USA,non-animation
1378,In & Out,1997,Frank Oz,USA,non-animation
1379,Species,1995,Roger Donaldson,USA,non-animation
1380,A Nightmare on Elm Street,1984,Wes Craven,USA,non-animation
1381,The Cell,2000,Tarsem Singh,USA,non-animation
1382,The Man in the Iron Mask,1998,Randall Wallace,USA,non-animation
1383,Secretariat,2010,Randall Wallace,USA,non-animation
1384,TMNT,2007,Kevin Munroe,Hong Kong,animation
1385,Radio,2003,Michael Tollin,USA,non-animation
1386,Friends with Benefits,2011,Will Gluck,USA,non-animation
1387,Neighbors 2: Sorority Rising,2016,Nicholas Stoller,USA,non-animation
