,common_entity,entity3,entity2,entity1,entity4
900,The Thin Red Line,1998.0,Terrence Malick,Nick Stahl,1943
902,Man on the Moon,1999.0,Milos Forman,Matt Price,1932
903,Casino,1995.0,Martin Scorsese,Robert De Niro,1942
904,From Paris with Love,2010.0,Pierre Morel,Kasia Smutniak,1964
905,Bulletproof Monk,2003.0,Paul Hunter,Jaime King,1978
906,"Me, Myself & Irene",2000.0,Bobby Farrelly,Robert Forster,1958
907,Barnyard,2006.0,Steve Oedekerk,Rob Paulsen,1961
909,The Twilight Saga: New Moon,2009.0,Chris Weitz,Robert Pattinson,1969
910,Shrek,2001.0,Andrew Adamson,Kathleen Freeman,1966
911,The Adjustment Bureau,2011.0,George Nolfi,Matt Damon,1968
913,Jerry Maguire,1996.0,Cameron Crowe,Tom Cruise,1957
914,Ted,2012.0,Seth MacFarlane,Mila Kunis,1973
915,As Good as It Gets,1997.0,James L. Brooks,Lupe Ontiveros,1940
916,Patch Adams,1998.0,Tom Shadyac,Robin Williams,1958
917,Anchorman 2: The Legend Continues,2013.0,Adam McKay,Harrison Ford,1968
919,Super 8,2011.0,J.J. Abrams,Joel Courtney,1966
920,Erin Brockovich,2000.0,Steven Soderbergh,Julia Roberts,1963
921,How to Lose a Guy in 10 Days,2003.0,Donald Petrie,Matthew McConaughey,1954
922,22 Jump Street,2014.0,Phil Lord,Channing Tatum,1975
923,Interview with the Vampire: The Vampire Chronicles,1994.0,Neil Jordan,Brad Pitt,1950
924,Yes Man,2008.0,Peyton Reed,Bradley Cooper,1964
925,Central Intelligence,2016.0,Rawson Marshall Thurber,Dwayne Johnson,1975
927,Daddy's Home,2015.0,Sean Anders,Will Ferrell,1969
928,Into the Woods,2014.0,Rob Marshall,Johnny Depp,1960
929,Inside Man,2006.0,Spike Lee,Denzel Washington,1957
930,Payback,1999.0,Brian Helgeland,Bill Duke,1961
932,We Bought a Zoo,2011.0,Cameron Crowe,Scarlett Johansson,1957
933,Knowing,2009.0,Alex Proyas,Nicolas Cage,1963
934,Failure to Launch,2006.0,Tom Dey,Bradley Cooper,1965
935,The Ring Two,2005.0,Hideo Nakata,Naomi Watts,1961
936,"Crazy, Stupid, Love.",2011.0,Glenn Ficarra,Ryan Gosling,1969
938,Christmas with the Kranks,2004.0,Joe Roth,Jamie Lee Curtis,1948
939,Moneyball,2011.0,Bennett Miller,Philip Seymour Hoffman,1966
940,Outbreak,1995.0,Wolfgang Petersen,Kevin Spacey,1941
941,Non-Stop,2014.0,Jaume Collet-Serra,Liam Neeson,1974
943,V for Vendetta,2005.0,James McTeigue,Natalie Portman,1967
945,Curious George,2006.0,Matthew O'Callaghan,Will Ferrell,1966
947,Don't Say a Word,2001.0,Gary Fleder,Oliver Platt,1965
948,Hansel & Gretel: Witch Hunters,2013.0,Tommy Wirkola,Jeremy Renner,1979
949,Unfaithful,2002.0,Adrian Lyne,Olivier Martinez,1941
950,I Am Number Four,2011.0,D.J. Caruso,Alex Pettyfer,1965
951,Syriana,2005.0,Stephen Gaghan,Matt Damon,1965
952,13 Hours,2016.0,Michael Bay,Toby Stephens,1965
954,Firewall,2006.0,Richard Loncraine,Jimmy Bennett,1946
955,Absolute Power,1997.0,Clint Eastwood,Clint Eastwood,1930
956,G.I. Jane,1997.0,Ridley Scott,Viggo Mortensen,1937
957,The Game,1997.0,David Fincher,Deborah Kara Unger,1962
958,Silent Hill,2006.0,Christophe Gans,Radha Mitchell,1960
959,The Replacements,2000.0,Howard Deutch,Keanu Reeves,1950
960,American Reunion,2012.0,Jon Hurwitz,Alyson Hannigan,1977
961,The Negotiator,1998.0,F. Gary Gray,Kevin Spacey,1969
963,Beverly Hills Cop III,1994.0,John Landis,Louis Lombardi,1950
964,Gremlins 2: The New Batch,1990.0,Joe Dante,Christopher Lee,1946
966,The Peacemaker,1997.0,Mimi Leder,Armin Mueller-Stahl,1952
967,Resident Evil: Apocalypse,2004.0,Alexander Witt,Milla Jovovich,1952
968,Bridget Jones: The Edge of Reason,2004.0,Beeban Kidron,Colin Firth,1961
969,Out of Time,2003.0,Carl Franklin,Denzel Washington,1949
970,On Deadly Ground,1994.0,Steven Seagal,Mike Starr,1952
971,The Adventures of Sharkboy and Lavagirl 3-D,2005.0,Robert Rodriguez,Taylor Lautner,1968
972,The Beach,2000.0,Danny Boyle,Leonardo DiCaprio,1956
973,Raising Helen,2004.0,Garry Marshall,Amber Valletta,1934
974,Ninja Assassin,2009.0,James McTeigue,Shô Kosugi,1967
975,For Love of the Game,1999.0,Sam Raimi,J.K. Simmons,1959
976,Striptease,1996.0,Andrew Bergman,Demi Moore,1945
977,Marmaduke,2010.0,Tom Dey,Emma Stone,1965
978,Hereafter,2010.0,Clint Eastwood,Matt Damon,1930
979,Murder by Numbers,2002.0,Barbet Schroeder,Ryan Gosling,1941
980,Assassins,1995.0,Richard Donner,Muse Watson,1930
982,The Story of Us,1999.0,Rob Reiner,Bruce Willis,1947
983,The Host,2013.0,Andrew Niccol,J.D. Evermore,1964
984,Basic,2003.0,John McTiernan,Connie Nielsen,1951
985,Blood Work,2002.0,Clint Eastwood,Clint Eastwood,1930
986,The International,2009.0,Tom Tykwer,Naomi Watts,1965
987,Escape from L.A.,1996.0,John Carpenter,Steve Buscemi,1948
988,The Iron Giant,1999.0,Brad Bird,Vin Diesel,1957
989,The Life Aquatic with Steve Zissou,2004.0,Wes Anderson,Bill Murray,1969
990,Free State of Jones,2016.0,Gary Ross,Matthew McConaughey,1956
991,The Life of David Gale,2003.0,Alan Parker,Kevin Spacey,1944
992,Man of the House,2005.0,Stephen Herek,Christina Milian,1958
993,Run All Night,2015.0,Jaume Collet-Serra,Liam Neeson,1974
994,Eastern Promises,2007.0,David Cronenberg,Viggo Mortensen,1943
996,The Messenger: The Story of Joan of Arc,1999.0,Luc Besson,Paul Brooke,1959
997,Your Highness,2011.0,David Gordon Green,Natalie Portman,1975
998,Dream House,2011.0,Jim Sheridan,Naomi Watts,1949
999,Mad City,1997.0,Costa-Gavras,Mia Kirshner,1933
1000,Baby's Day Out,1994.0,Patrick Read Johnson,Joe Mantegna,1962
1001,The Scarlet Letter,1995.0,Roland Joffé,Gary Oldman,1945
1002,Fair Game,2010.0,Doug Liman,Naomi Watts,1965
1003,Domino,2005.0,Tony Scott,Ian Ziering,1944
1004,Jade,1995.0,William Friedkin,Michael Biehn,1935
1005,Gamer,2009.0,Mark Neveldine,Gerard Butler,1973
1006,Beautiful Creatures,2013.0,Richard LaGravenese,Alden Ehrenreich,1959
1007,Death to Smoochy,2002.0,Danny DeVito,Robin Williams,1944
1008,Zoolander 2,2016.0,Ben Stiller,Milla Jovovich,1965
1009,The Big Bounce,2004.0,George Armitage,Morgan Freeman,1942
1010,What Planet Are You From?,2000.0,Mike Nichols,Judy Greer,1931
1012,Street Fighter: The Legend of Chun-Li,2009.0,Andrzej Bartkowiak,Chris Klein,1950
1014,The Adventures of Ford Fairlane,1990.0,Renny Harlin,Lauren Holly,1959
1015,Pirate Radio,2009.0,Richard Curtis,Philip Seymour Hoffman,1956
1016,Traffic,2000.0,Steven Soderbergh,Michael O'Neill,1963
1017,Indiana Jones and the Last Crusade,1989.0,Steven Spielberg,Harrison Ford,1946
1018,Anna Karenina,2012.0,Joe Wright,Kelly Macdonald,1972
1019,Chappie,2015.0,Neill Blomkamp,Hugh Jackman,1979
1020,The Bone Collector,1999.0,Phillip Noyce,Denzel Washington,1950
1021,Panic Room,2002.0,David Fincher,Kristen Stewart,1962
1022,The Tooth Fairy,2006.0,Chuck Bowman,P.J. Soles,1937
1023,Three Kings,1999.0,David O. Russell,Judy Greer,1958
1024,Child 44,2015.0,Daniel Espinosa,Tom Hardy,1977
1025,Rat Race,2001.0,Jerry Zucker,Corinna Harney,1950
1026,K-PAX,2001.0,Iain Softley,Kevin Spacey,1956
1027,Kate & Leopold,2001.0,James Mangold,Hugh Jackman,1963
1028,Bedazzled,2000.0,Harold Ramis,Brendan Fraser,1944
1029,The Cotton Club,1984.0,Francis Ford Coppola,Nicolas Cage,1939
1030,3:10 to Yuma,2007.0,James Mangold,Christian Bale,1963
1031,Taken 3,2014.0,Olivier Megaton,Liam Neeson,1965
1032,Out of Sight,1998.0,Steven Soderbergh,Don Cheadle,1963
1033,The Cable Guy,1996.0,Ben Stiller,Matthew Broderick,1965
1034,Earth,1998.0,Deepa Mehta,Nandita Das,1950
1035,Dick Tracy,1990.0,Warren Beatty,Charlie Korsmo,1937
1036,The Thomas Crown Affair,1999.0,John McTiernan,Mark Margolis,1951
1037,Riding in Cars with Boys,2001.0,Penny Marshall,Rosie Perez,1943
1038,First Blood,1982.0,Ted Kotcheff,Sylvester Stallone,1931
1039,Solaris,1972.0,Andrei Tarkovsky,Donatas Banionis,1932
1041,Mary Reilly,1996.0,Stephen Frears,Julia Roberts,1941
1042,My Best Friend's Wedding,1997.0,P.J. Hogan,Julia Roberts,1962
1043,America's Sweethearts,2001.0,Joe Roth,Julia Roberts,1948
1044,Insomnia,2002.0,Christopher Nolan,Al Pacino,1970
1045,Star Trek: First Contact,1996.0,Jonathan Frakes,LeVar Burton,1952
1046,Jonah Hex,2010.0,Jimmy Hayward,Michael Fassbender,1970
1047,Courage Under Fire,1996.0,Edward Zwick,Denzel Washington,1952
1048,Liar Liar,1997.0,Tom Shadyac,Maura Tierney,1958
1051,The Flintstones,1994.0,Brian Levant,Jonathan Winters,1952
1052,Taken 2,2012.0,Olivier Megaton,Liam Neeson,1965
1053,Scary Movie 3,2003.0,David Zucker,Regina Hall,1947
1054,Miss Congeniality,2000.0,Donald Petrie,Candice Bergen,1954
1056,The Princess Diaries 2: Royal Engagement,2004.0,Garry Marshall,Anne Hathaway,1934
1057,The Pelican Brief,1993.0,Alan J. Pakula,Denzel Washington,1928
1058,The Client,1994.0,Joel Schumacher,Bradley Whitford,1939
1059,The Bucket List,2007.0,Rob Reiner,Morgan Freeman,1947
1060,Patriot Games,1992.0,Phillip Noyce,Harrison Ford,1950
1061,Monster-in-Law,2005.0,Robert Luketic,Adam Scott,1973
1062,Prisoners,2013.0,Denis Villeneuve,Hugh Jackman,1967
1063,Training Day,2001.0,Antoine Fuqua,Denzel Washington,1965
1064,Galaxy Quest,1999.0,Dean Parisot,Alan Rickman,1952
1065,Scary Movie 2,2001.0,Keenen Ivory Wayans,Natasha Lyonne,1958
1069,Changing Lanes,2002.0,Roger Michell,Sydney Pollack,1956
1072,Love Actually,2003.0,Richard Curtis,Colin Firth,1956
1073,A Bug's Life,1998.0,John Lasseter,Kevin Spacey,1957
1074,From Hell,2001.0,Albert Hughes,Johnny Depp,1972
1076,Tin Cup,1996.0,Ron Shelton,Don Johnson,1945
1077,"Yours, Mine and Ours",1968.0,Melville Shavelson,Lucille Ball,1917
1078,Kicking & Screaming,2005.0,Jesse Dylan,Josh Hutcherson,1966
1080,Fat Albert,2004.0,Joel Zwick,Dania Ramirez,1942
1081,Resident Evil: Extinction,2007.0,Russell Mulcahy,Milla Jovovich,1953
1082,Blended,2014.0,Frank Coraci,Bella Thorne,1966
1083,Last Holiday,2006.0,Wayne Wang,LL Cool J,1949
1084,The River Wild,1994.0,Curtis Hanson,Meryl Streep,1945
1085,The Indian in the Cupboard,1995.0,Frank Oz,Steve Coogan,1944
1086,Savages,2012.0,Oliver Stone,Demián Bichir,1946
1087,Cellular,2004.0,David R. Ellis,Richard Burgi,1952
1088,Johnny English,2003.0,Peter Howitt,Kevin McNally,1957
1089,The Ant Bully,2006.0,John A. Davis,Nicolas Cage,1961
1090,Dune,1984.0,David Lynch,Virginia Madsen,1946
1091,Across the Universe,2007.0,Julie Taymor,Jim Sturgess,1952
1092,Revolutionary Road,2008.0,Sam Mendes,Leonardo DiCaprio,1965
1093,16 Blocks,2006.0,Richard Donner,Bruce Willis,1930
1094,Babylon A.D.,2008.0,Mathieu Kassovitz,Vin Diesel,1967
1096,Multiplicity,1996.0,Harold Ramis,John de Lancie,1944
1098,The Pledge,2001.0,Sean Penn,Costas Mandylor,1960
1099,The Producers,2005.0,Susan Stroman,Jon Lovitz,1954
1102,All the Pretty Horses,2000.0,Billy Bob Thornton,Matt Damon,1955
1103,Nixon,1995.0,Oliver Stone,Anthony Hopkins,1946
1104,The Ghost Writer,2010.0,Roman Polanski,Jim Belushi,1933
1105,Deep Rising,1998.0,Stephen Sommers,Djimon Hounsou,1962
1106,Miracle at St. Anna,2008.0,Spike Lee,Joseph Gordon-Levitt,1957
1107,Curse of the Golden Flower,2006.0,Yimou Zhang,Li Gong,1951
1109,Big Trouble,2002.0,Barry Sonnenfeld,Zooey Deschanel,1953
1111,Shadow Conspiracy,1997.0,George P. Cosmatos,Sam Waterston,1941
1112,Johnny English Reborn,2011.0,Oliver Parker,Daniel Kaluuya,1960
1113,Foodfight!,2012.0,Lawrence Kasanoff,Jerry Stiller,1959
1114,Argo,2012.0,Ben Affleck,Clea DuVall,1972
1116,The Bounty Hunter,2010.0,Andy Tennant,Gerard Butler,1955
1117,Sleepers,1996.0,Barry Levinson,Robert De Niro,1942
1118,Rambo: First Blood Part II,1985.0,George P. Cosmatos,Sylvester Stallone,1941
1121,Heaven's Gate,1980.0,Michael Cimino,Jeff Bridges,1939
1122,Underworld: Evolution,2006.0,Len Wiseman,Sophia Myles,1973
1124,Finding Forrester,2000.0,Gus Van Sant,F. Murray Abraham,1952
1125,28 Days,2000.0,Betty Thomas,Steve Buscemi,1947
1126,Unleashed,2005.0,Louis Leterrier,Morgan Freeman,1973
1127,The Sweetest Thing,2002.0,Roger Kumble,Judith Chapman,1966
1128,The Firm,1993.0,Sydney Pollack,Tom Cruise,1934
1129,Charlie St. Cloud,2010.0,Burr Steers,Augustus Prew,1965
1130,The Mechanic,2011.0,Simon West,Jason Statham,1961
1131,21 Jump Street,2012.0,Phil Lord,Channing Tatum,1975
1132,Notting Hill,1999.0,Roger Michell,Julia Roberts,1956
1133,Chicken Run,2000.0,Peter Lord,Imelda Staunton,1953
1134,Along Came Polly,2004.0,John Hamburg,Philip Seymour Hoffman,1970
1135,Boomerang,1992.0,Reginald Hudlin,John Witherspoon,1961
1136,The Heat,2013.0,Paul Feig,Michael Rapaport,1962
1137,Cleopatra,1963.0,Joseph L. Mankiewicz,Martin Landau,1909
1138,Here Comes the Boom,2012.0,Frank Coraci,Salma Hayek,1966
1139,High Crimes,2002.0,Carl Franklin,Morgan Freeman,1949
1140,The Mirror Has Two Faces,1996.0,Barbra Streisand,Jeff Bridges,1942
1141,The Mothman Prophecies,2002.0,Mark Pellington,Debra Messing,1962
1144,Red Riding Hood,2011.0,Catherine Hardwicke,Gary Oldman,1955
1145,15 Minutes,2001.0,John Herzfeld,Robert De Niro,1947
1146,Super Mario Bros.,1993.0,Annabel Jankel,Bob Hoskins,1955
1147,Lord of War,2005.0,Andrew Niccol,Nicolas Cage,1964
1148,Hero,2002.0,Yimou Zhang,Jet Li,1951
1150,The Interview,2014.0,Evan Goldberg,James Franco,1982
1152,Micmacs,2009.0,Jean-Pierre Jeunet,Omar Sy,1953
1153,8 Mile,2002.0,Curtis Hanson,Mekhi Phifer,1945
1154,Animal Kingdom: Let's go Ape,2015.0,Jamel Debbouze,Jamel Debbouze,1975
1155,A Knight's Tale,2001.0,Brian Helgeland,Heath Ledger,1961
1156,The Medallion,2003.0,Gordon Chan,Julian Sands,1960
1157,The Sixth Sense,1999.0,M. Night Shyamalan,Bruce Willis,1970
1159,The Big Year,2011.0,David Frankel,Joel McHale,1959
1160,The Karate Kid,1984.0,John G. Avildsen,Martin Kove,1935
1161,American Hustle,2013.0,David O. Russell,Jennifer Lawrence,1958
1162,The Proposal,2009.0,Anne Fletcher,Ryan Reynolds,1966
1163,Double Jeopardy,1999.0,Bruce Beresford,Bruce Greenwood,1940
1164,Back to the Future Part II,1989.0,Robert Zemeckis,Lea Thompson,1952
1165,Lucy,2014.0,Luc Besson,Scarlett Johansson,1959
1166,Fifty Shades of Grey,2015.0,Sam Taylor-Johnson,Jennifer Ehle,1967
1167,Spy Kids 3-D: Game Over,2003.0,Robert Rodriguez,Sylvester Stallone,1968
1168,A Time to Kill,1996.0,Joel Schumacher,Kevin Spacey,1939
1169,Cheaper by the Dozen,2003.0,Shawn Levy,Tom Welling,1968
1170,Lone Survivor,2013.0,Peter Berg,Jerry Ferrara,1964
1171,A League of Their Own,1992.0,Penny Marshall,Tom Hanks,1943
1172,The Conjuring 2,2016.0,James Wan,Javier Botet,1977
1173,The Social Network,2010.0,David Fincher,Andrew Garfield,1962
1174,He's Just Not That Into You,2009.0,Ken Kwapis,Carmen Perez,1957
1175,Scary Movie 4,2006.0,David Zucker,Beau Mirchoff,1947
1176,Scream 3,2000.0,Wes Craven,Kelly Rutherford,1939
1177,Back to the Future Part III,1990.0,Robert Zemeckis,Lea Thompson,1952
1178,Get Hard,2015.0,Etan Cohen,Will Ferrell,1974
1179,Bram Stoker's Dracula,1992.0,Francis Ford Coppola,Keanu Reeves,1939
1180,Julie & Julia,2009.0,Nora Ephron,Meryl Streep,1941
1181,42,2013.0,Brian Helgeland,Harrison Ford,1961
1182,The Talented Mr. Ripley,1999.0,Anthony Minghella,Philip Seymour Hoffman,1954
1183,Dumb and Dumber To,2014.0,Bobby Farrelly,Bill Murray,1958
1185,The Intern,2015.0,Nancy Meyers,Robert De Niro,1949
1187,The Last of the Mohicans,1992.0,Michael Mann,Wes Studi,1943
1188,Ray,2004.0,Taylor Hackford,Bokeem Woodbine,1944
1189,Sin City,2005.0,Frank Miller,Rosario Dawson,1957
1191,"I Love You, Man",2009.0,John Hamburg,J.K. Simmons,1970
1192,Shallow Hal,2001.0,Bobby Farrelly,Jason Alexander,1958
1193,JFK,1991.0,Oliver Stone,Sally Kirkland,1946
1195,The Mexican,2001.0,Gore Verbinski,J.K. Simmons,1964
1196,Unbroken,2014.0,Angelina Jolie Pitt,Finn Wittrock,1975
1197,17 Again,2009.0,Burr Steers,Matthew Perry,1965
1198,The Other Woman,2014.0,Nick Cassavetes,Don Johnson,1959
1199,The Final Destination,2009.0,David R. Ellis,Krista Allen,1952
1200,Bridge of Spies,2015.0,Steven Spielberg,Tom Hanks,1946
1202,Get Him to the Greek,2010.0,Nicholas Stoller,Pink,1976
1203,Shall We Dance,2004.0,Peter Chelsom,Lisa Ann Walter,1956
1204,Small Soldiers,1998.0,Joe Dante,Kirsten Dunst,1946
1205,Spawn,1997.0,Mark A.Z. Dippé,Michael Jai White,1956
1208,Unknown,2011.0,Jaume Collet-Serra,Liam Neeson,1974
1209,The Prestige,2006.0,Christopher Nolan,Christian Bale,1970
1210,Horrible Bosses 2,2014.0,Sean Anders,Kevin Spacey,1969
1211,Escape from Planet Earth,2013.0,Cal Brunker,Brendan Fraser,1978
1212,Apocalypto,2006.0,Mel Gibson,Rudy Youngblood,1956
1214,Predators,2010.0,Nimród Antal,Topher Grace,1973
1215,Legal Eagles,1986.0,Ivan Reitman,Brian Dennehy,1946
1216,Secret Window,2004.0,David Koepp,Johnny Depp,1963
1217,The Lake House,2006.0,Alejandro Agresti,Keanu Reeves,1961
1218,The Skeleton Key,2005.0,Iain Softley,Gena Rowlands,1956
1219,The Odd Life of Timothy Green,2012.0,Peter Hedges,Jennifer Garner,1962
1220,Made of Honor,2008.0,Paul Weiland,Busy Philipps,1953
1221,Jersey Boys,2014.0,Clint Eastwood,Johnny Cannizzaro,1930
1222,The Rainmaker,1997.0,Francis Ford Coppola,Matt Damon,1939
1223,Gothika,2003.0,Mathieu Kassovitz,Robert Downey Jr.,1967
1224,Amistad,1997.0,Steven Spielberg,Anthony Hopkins,1946
1225,Medicine Man,1992.0,John McTiernan,Lorraine Bracco,1951
1226,Aliens vs. Predator: Requiem,2007.0,Colin Strause,Sam Trammell,1975
1227,Ri¢hie Ri¢h,1994.0,Donald Petrie,Macaulay Culkin,1954
1228,Autumn in New York,2000.0,Joan Chen,J.K. Simmons,1961
1229,Music and Lyrics,2007.0,Marc Lawrence,Brad Garrett,1910
1230,Paul,2011.0,Greg Mottola,Bobby Lee,1964
1231,The Guilt Trip,2012.0,Anne Fletcher,Miriam Margolyes,1966
1232,Scream 4,2011.0,Wes Craven,Alison Brie,1939
1233,8MM,1999.0,Joel Schumacher,Nicolas Cage,1939
1234,The Doors,1991.0,Oliver Stone,Michael Wincott,1946
1235,Sex Tape,2014.0,Jake Kasdan,James Wilcox,1974
1236,Hanging Up,2000.0,Diane Keaton,Adam Arkin,1946
1239,Pay It Forward,2000.0,Mimi Leder,Kevin Spacey,1952
1240,Fever Pitch,2005.0,Bobby Farrelly,Jimmy Fallon,1958
1242,A Million Ways to Die in the West,2014.0,Seth MacFarlane,Liam Neeson,1973
1243,The Shadow,1994.0,Russell Mulcahy,Jonathan Winters,1953
1244,Extremely Loud & Incredibly Close,2011.0,Stephen Daldry,Tom Hanks,1960
1245,Morning Glory,2010.0,Roger Michell,Noah Bean,1956
1246,Get Rich or Die Tryin',2005.0,Jim Sheridan,50 Cent,1949
1249,Bless the Child,2000.0,Chuck Russell,Rufus Sewell,1958
1251,The Island of Dr. Moreau,1996.0,John Frankenheimer,Marlon Brando,1930
1252,The Musketeer,2001.0,Peter Hyams,Catherine Deneuve,1943
1253,The Other Boleyn Girl,2008.0,Justin Chadwick,Natalie Portman,1968
1256,Mean Streets,1973.0,Martin Scorsese,Robert De Niro,1942
1257,Renaissance Man,1994.0,Penny Marshall,Ed Begley Jr.,1943
1258,Colombiana,2011.0,Olivier Megaton,Jordi Mollà,1965
1259,The Magic Sword: Quest for Camelot,1998.0,Frederik Du Chau,Gary Oldman,1965
1260,City by the Sea,2002.0,Michael Caton-Jones,Robert De Niro,1957
1261,At First Sight,1999.0,Irwin Winkler,Mira Sorvino,1931
1263,City Hall,1996.0,Harold Becker,Al Pacino,1928
1264,Showgirls,1995.0,Paul Verhoeven,Bobbie Phillips,1938
1265,Marie Antoinette,2006.0,Sofia Coppola,Kirsten Dunst,1971
1266,Kiss of Death,1995.0,Barbet Schroeder,Nicolas Cage,1941
1268,The Impossible,2012.0,J.A. Bayona,Naomi Watts,1975
1269,Ishtar,1987.0,Elaine May,Carol Kane,1932
1270,Fantastic Mr. Fox,2009.0,Wes Anderson,Bill Murray,1969
1271,Life or Something Like It,2002.0,Stephen Herek,Angelina Jolie Pitt,1958
1272,Memoirs of an Invisible Man,1992.0,John Carpenter,Richard Epcar,1948
1273,Amélie,2001.0,Jean-Pierre Jeunet,Mathieu Kassovitz,1953
1275,Alfie,2004.0,Charles Shyer,Omar Epps,1951
1276,Big Miracle,2012.0,Ken Kwapis,Ted Danson,1957
1277,The Deep End of the Ocean,1999.0,Ulu Grosbard,Alexa PenaVega,1929
1281,Duplex,2003.0,Danny DeVito,Justin Theroux,1944
1282,Soul Men,2008.0,Malcolm D. Lee,Bernie Mac,1970
1283,Raise the Titanic,1980.0,Jerry Jameson,M. Emmet Walsh,1934
1285,Pandorum,2009.0,Christian Alvart,Norman Reedus,1974
1286,Impostor,2001.0,Gary Fleder,Gary Dourdan,1965
1288,Just Visiting,2001.0,Jean-Marie Poiré,Bridgette Wilson-Sampras,1945
1289,Sunshine,2007.0,Danny Boyle,Chris Evans,1956
1290,A Thousand Words,2012.0,Brian Robbins,John Gatins,1963
1292,The Gunman,2015.0,Pierre Morel,Ray Winstone,1964
1294,Disturbia,2007.0,D.J. Caruso,Sarah Roemer,1965
1295,Hackers,1995.0,Iain Softley,Angelina Jolie Pitt,1956
1297,The Hudsucker Proxy,1994.0,Joel Coen,Jennifer Jason Leigh,1954
1298,The Warlords,2007.0,Peter Ho-Sun Chan,Jet Li,1962
1299,Nomad: The Warrior,2005.0,Sergey Bodrov,Jay Hernandez,1948
1300,Snowpiercer,2013.0,Joon-ho Bong,Chris Evans,1969
1301,A Monster in Paris,2011.0,Bibo Bergeron,Adam Goldberg,1965
1302,The Last Shot,2004.0,Jeff Nathanson,Matthew Broderick,1965
1303,The Crow,1994.0,Alex Proyas,Michael Wincott,1963
1304,Baahubali: The Beginning,2015.0,S.S. Rajamouli,Tamannaah Bhatia,1973
1305,The Time Traveler's Wife,2009.0,Robert Schwentke,Arliss Howard,1968
1306,Because I Said So,2007.0,Michael Lehmann,Colin Ferguson,1957
1307,The Fast and the Furious,2001.0,Rob Cohen,Paul Walker,1949
1308,Frankenweenie,2012.0,Tim Burton,Martin Landau,1958
1309,Serenity,2005.0,Joss Whedon,Adam Baldwin,1964
1310,Against the Ropes,2004.0,Charles S. Dutton,Omar Epps,1951
1311,Superman III,1983.0,Richard Lester,Margot Kidder,1932
1313,Red Cliff,2008.0,John Woo,Takeshi Kaneshiro,1946
1314,Sweet Home Alabama,2002.0,Andy Tennant,Ethan Embry,1955
1315,The Ugly Truth,2009.0,Robert Luketic,Gerard Butler,1973
1316,Sgt. Bilko,1996.0,Jonathan Lynn,Austin Pendleton,1943
1317,Spy Kids 2: Island of Lost Dreams,2002.0,Robert Rodriguez,Steve Buscemi,1968
1320,Water for Elephants,2011.0,Francis Lawrence,Robert Pattinson,1971
1322,The Hurricane,1999.0,Norman Jewison,Denzel Washington,1926
1323,Enough,2002.0,Michael Apted,Bill Cobbs,1941
1326,Angel Eyes,2001.0,Luis Mandoki,Sonia Braga,1954
1327,Joe Somebody,2001.0,John Pasquin,Jim Belushi,1944
1328,The Ninth Gate,1999.0,Roman Polanski,Johnny Depp,1933
1329,Extreme Measures,1996.0,Michael Apted,J.K. Simmons,1941
1330,Rock Star,2001.0,Stephen Herek,Beth Grant,1958
1331,Precious,2009.0,Lee Daniels,Mo'Nique,1959
1332,White Squall,1996.0,Ridley Scott,Jeff Bridges,1937
1333,The Thing,1982.0,John Carpenter,Wilford Brimley,1948
1334,Riddick,2013.0,David Twohy,Vin Diesel,1955
1335,Switchback,1997.0,Jeb Stuart,Gregory Scott Cummins,1833
1336,Texas Rangers,2001.0,Steve Miner,Tom Skerritt,1951
1337,City of Ember,2008.0,Gil Kenan,Bill Murray,1976
1338,The Master,2012.0,Paul Thomas Anderson,Mike Howard,1970
1339,Virgin Territory,2007.0,David Leland,Hayden Christensen,1941
1340,The Express,2008.0,Gary Fleder,Dennis Quaid,1965
1342,Creed,2015.0,Ryan Coogler,Sylvester Stallone,1986
1343,The Town,2010.0,Ben Affleck,Jeremy Renner,1972
1345,Burn After Reading,2008.0,Ethan Coen,J.K. Simmons,1954
1347,Rush,2013.0,Ron Howard,Chris Hemsworth,1954
1348,Magnolia,1999.0,Paul Thomas Anderson,Patton Oswalt,1970
1349,Cop Out,2010.0,Kevin Smith,Bruce Willis,1970
1350,How to Be Single,2016.0,Christian Ditter,Alison Brie,1977
1351,Dolphin Tale,2011.0,Charles Martin Smith,Morgan Freeman,1953
1352,Twilight,2008.0,Catherine Hardwicke,Kristen Stewart,1955
1353,John Q,2002.0,Nick Cassavetes,Denzel Washington,1959
1354,Blue Streak,1999.0,Les Mayfield,Peter Greene,1959
1355,We're the Millers,2013.0,Rawson Marshall Thurber,Laura-Leigh,1975
1356,Obitaemyy ostrov,2009.0,Fedor Bondarchuk,Yuliya Snigir,1967
1357,Breakdown,1997.0,Jonathan Mostow,Kathleen Quinlan,1961
1358,Never Say Never Again,1983.0,Irvin Kershner,Bernie Casey,1923
1359,Hot Tub Time Machine,2010.0,Steve Pink,Charlie McDermott,1966
1360,Dolphin Tale 2,2014.0,Charles Martin Smith,Morgan Freeman,1953
1361,Reindeer Games,2000.0,John Frankenheimer,Charlize Theron,1930
1362,A Man Apart,2003.0,F. Gary Gray,Vin Diesel,1969
1363,Aloha,2015.0,Cameron Crowe,Emma Stone,1957
1364,Ghosts of Mississippi,1996.0,Rob Reiner,Alexa PenaVega,1947
1367,Gattaca,1997.0,Andrew Niccol,Blair Underwood,1964
1368,Isn't She Great,2000.0,Andrew Bergman,Stockard Channing,1945
