,index,common_entity,entity3,entity2,entity1
796,809,Beyond Borders,2003.0,Martin Campbell,Angelina Jolie Pitt
797,810,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016.0,Pou-Soi Cheang,Li Gong
798,811,The Great Raid,2005.0,John Dahl,James Franco
799,812,Deadpool,2016.0,Tim Miller,Ryan Reynolds
800,813,Holy Man,1998.0,Stephen Herek,Kelly Preston
801,814,American Sniper,2014.0,Clint Eastwood,Bradley Cooper
802,815,Goosebumps,2015.0,Rob Letterman,Odeya Rush
803,817,Just Like Heaven,2005.0,Mark Waters,Jon Heder
804,818,The Flintstones in Viva Rock Vegas,2000.0,Brian Levant,Taylor Negron
805,819,Rambo III,1988.0,Peter MacDonald,Sylvester Stallone
806,820,Leatherheads,2008.0,George Clooney,Robert Baker
807,821,The Ridiculous 6,2015.0,Frank Coraci,Taylor Lautner
808,822,Did You Hear About the Morgans?,2009.0,Marc Lawrence,Michael Kelly
809,823,The Internship,2013.0,Shawn Levy,Josh Gad
810,824,Resident Evil: Afterlife,2010.0,Paul W.S. Anderson,Milla Jovovich
811,825,Red Tails,2012.0,Anthony Hemingway,David Oyelowo
812,827,The Devil's Advocate,1997.0,Taylor Hackford,Keanu Reeves
813,828,That's My Boy,2012.0,Sean Anders,Adam Sandler
814,829,DragonHeart,1996.0,Rob Cohen,Dennis Quaid
815,830,After the Sunset,2004.0,Brett Ratner,Salma Hayek
816,831,Ghost Rider: Spirit of Vengeance,2011.0,Mark Neveldine,Nicolas Cage
817,832,Captain Corelli's Mandolin,2001.0,John Madden,Christian Bale
818,834,The Pacifier,2005.0,Adam Shankman,Vin Diesel
819,835,Walking Tall,2004.0,Kevin Bray,Dwayne Johnson
820,836,Forrest Gump,1994.0,Robert Zemeckis,Tom Hanks
821,837,Alvin and the Chipmunks,2007.0,Tim Hill,Jesse McCartney
822,838,Meet the Parents,2000.0,Jay Roach,Robert De Niro
823,839,Pocahontas,1995.0,Mike Gabriel,Christian Bale
824,840,Superman,1978.0,Richard Donner,Marlon Brando
825,841,The Nutty Professor,1996.0,Tom Shadyac,Jada Pinkett Smith
826,842,Hitch,2005.0,Andy Tennant,Will Smith
827,843,George of the Jungle,1997.0,Sam Weisman,Brendan Fraser
828,844,American Wedding,2003.0,Jesse Dylan,Alyson Hannigan
829,845,Captain Phillips,2013.0,Paul Greengrass,Tom Hanks
830,846,Date Night,2010.0,Shawn Levy,Mila Kunis
831,847,Casper,1995.0,Brad Silberling,Eric Idle
832,848,The Equalizer,2014.0,Antoine Fuqua,Denzel Washington
833,849,Maid in Manhattan,2002.0,Wayne Wang,Bob Hoskins
834,850,Crimson Tide,1995.0,Tony Scott,Denzel Washington
835,851,The Pursuit of Happyness,2006.0,Gabriele Muccino,Will Smith
836,852,Flightplan,2005.0,Robert Schwentke,Erika Christensen
837,853,Disclosure,1994.0,Barry Levinson,Demi Moore
838,854,City of Angels,1998.0,Brad Silberling,Nicolas Cage
839,855,Kill Bill: Vol. 1,2003.0,Quentin Tarantino,David Carradine
840,856,Bowfinger,1999.0,Frank Oz,Robert Downey Jr.
841,858,Kill Bill: Vol. 2,2004.0,Quentin Tarantino,Vivica A. Fox
842,859,Tango & Cash,1989.0,Andrey Konchalovskiy,Sylvester Stallone
843,860,Death Becomes Her,1992.0,Robert Zemeckis,Bruce Willis
844,861,Shanghai Noon,2000.0,Tom Dey,Xander Berkeley
845,862,Executive Decision,1996.0,Stuart Baird,Oliver Platt
846,863,Mr. Popper's Penguins,2011.0,Mark Waters,Madeline Carroll
847,864,The Forbidden Kingdom,2008.0,Rob Minkoff,Jet Li
848,865,Free Birds,2013.0,Jimmy Hayward,Amy Poehler
849,866,Alien 3,1992.0,David Fincher,Charles S. Dutton
850,867,Evita,1996.0,Alan Parker,Andrea Corr
851,868,Ronin,1998.0,John Frankenheimer,Robert De Niro
852,869,The Ghost and the Darkness,1996.0,Stephen Hopkins,Tom Wilkinson
853,870,Paddington,2014.0,Paul King,Julie Walters
854,871,The Watch,2012.0,Akiva Schaffer,Will Forte
855,872,The Hunted,2003.0,William Friedkin,Connie Nielsen
856,873,Instinct,1999.0,Jon Turteltaub,Anthony Hopkins
857,874,Stuck on You,2003.0,Bobby Farrelly,Matt Damon
858,875,Semi-Pro,2008.0,Kent Alterman,Will Ferrell
859,876,The Pirates! Band of Misfits,2012.0,Peter Lord,Salma Hayek
860,877,Changeling,2008.0,Clint Eastwood,Angelina Jolie Pitt
861,878,Chain Reaction,1996.0,Andrew Davis,Keanu Reeves
862,879,The Fan,1996.0,Tony Scott,Robert De Niro
863,880,The Phantom of the Opera,2004.0,Joel Schumacher,Gerard Butler
864,881,Elizabeth: The Golden Age,2007.0,Shekhar Kapur,Eddie Redmayne
865,882,Æon Flux,2005.0,Karyn Kusama,Charlize Theron
866,883,Gods and Generals,2003.0,Ron Maxwell,Billy Campbell
867,884,Turbulence,1997.0,Robert Butler,Hector Elizondo
868,885,Imagine That,2009.0,Karey Kirkpatrick,Stephen Root
869,886,Muppets Most Wanted,2014.0,James Bobin,Ty Burrell
870,887,Thunderbirds,2004.0,Jonathan Frakes,Sophia Myles
871,888,Burlesque,2010.0,Steve Antin,Eric Dane
872,889,A Very Long Engagement,2004.0,Jean-Pierre Jeunet,Denis Lavant
873,890,Lolita,1962.0,Stanley Kubrick,James Mason
874,891,Eye See You,2002.0,Jim Gillespie,Sylvester Stallone
875,892,Blade II,2002.0,Guillermo del Toro,Norman Reedus
876,893,Seven Pounds,2008.0,Gabriele Muccino,Will Smith
877,894,Bullet to the Head,2012.0,Walter Hill,Sylvester Stallone
878,895,The Godfather: Part III,1990.0,Francis Ford Coppola,Al Pacino
879,896,Elizabethtown,2005.0,Cameron Crowe,Orlando Bloom
880,897,"You, Me and Dupree",2006.0,Anthony Russo,Todd Stashwick
881,898,Superman II,1980.0,Richard Lester,Margot Kidder
882,899,Gigli,2003.0,Martin Brest,Todd Giebenhain
883,900,All the King's Men,2006.0,Steven Zaillian,Kate Winslet
884,901,Shaft,2000.0,John Singleton,Christian Bale
885,902,Anastasia,1997.0,Don Bluth,Kirsten Dunst
886,903,Moulin Rouge!,2001.0,Baz Luhrmann,Jim Broadbent
887,904,Domestic Disturbance,2001.0,Harold Becker,Steve Buscemi
888,905,Black Mass,2015.0,Scott Cooper,Johnny Depp
889,906,Flags of Our Fathers,2006.0,Clint Eastwood,Paul Walker
890,907,Law Abiding Citizen,2009.0,F. Gary Gray,Gerard Butler
891,908,Grindhouse,2007.0,Robert Rodriguez,Quentin Tarantino
892,909,Beloved,1998.0,Jonathan Demme,Oprah Winfrey
893,910,Lucky You,2007.0,Curtis Hanson,Robert Downey Jr.
894,911,Catch Me If You Can,2002.0,Steven Spielberg,Leonardo DiCaprio
895,912,Zero Dark Thirty,2012.0,Kathryn Bigelow,Jennifer Ehle
896,913,The Break-Up,2006.0,Peyton Reed,Jon Favreau
897,914,Mamma Mia!,2008.0,Phyllida Lloyd,Colin Firth
898,915,Valentine's Day,2010.0,Garry Marshall,Bradley Cooper
899,916,The Dukes of Hazzard,2005.0,Jay Chandrasekhar,Alice Greczyn
900,917,The Thin Red Line,1998.0,Terrence Malick,Nick Stahl
901,918,The Change-Up,2011.0,David Dobkin,Ryan Reynolds
902,919,Man on the Moon,1999.0,Milos Forman,Matt Price
903,920,Casino,1995.0,Martin Scorsese,Robert De Niro
904,921,From Paris with Love,2010.0,Pierre Morel,Kasia Smutniak
905,922,Bulletproof Monk,2003.0,Paul Hunter,Jaime King
906,923,"Me, Myself & Irene",2000.0,Bobby Farrelly,Robert Forster
907,924,Barnyard,2006.0,Steve Oedekerk,Rob Paulsen
908,925,Deck the Halls,2006.0,John Whitesell,Matthew Broderick
909,926,The Twilight Saga: New Moon,2009.0,Chris Weitz,Robert Pattinson
910,927,Shrek,2001.0,Andrew Adamson,Kathleen Freeman
911,928,The Adjustment Bureau,2011.0,George Nolfi,Matt Damon
912,929,Robin Hood: Prince of Thieves,1991.0,Kevin Reynolds,Alan Rickman
913,930,Jerry Maguire,1996.0,Cameron Crowe,Tom Cruise
914,931,Ted,2012.0,Seth MacFarlane,Mila Kunis
915,932,As Good as It Gets,1997.0,James L. Brooks,Lupe Ontiveros
916,933,Patch Adams,1998.0,Tom Shadyac,Robin Williams
917,934,Anchorman 2: The Legend Continues,2013.0,Adam McKay,Harrison Ford
918,935,Mr. Deeds,2002.0,Steven Brill,Steve Buscemi
919,936,Super 8,2011.0,J.J. Abrams,Joel Courtney
920,937,Erin Brockovich,2000.0,Steven Soderbergh,Julia Roberts
921,938,How to Lose a Guy in 10 Days,2003.0,Donald Petrie,Matthew McConaughey
922,939,22 Jump Street,2014.0,Phil Lord,Channing Tatum
923,940,Interview with the Vampire: The Vampire Chronicles,1994.0,Neil Jordan,Brad Pitt
924,941,Yes Man,2008.0,Peyton Reed,Bradley Cooper
925,942,Central Intelligence,2016.0,Rawson Marshall Thurber,Dwayne Johnson
926,943,Stepmom,1998.0,Chris Columbus,Julia Roberts
927,944,Daddy's Home,2015.0,Sean Anders,Will Ferrell
928,945,Into the Woods,2014.0,Rob Marshall,Johnny Depp
929,946,Inside Man,2006.0,Spike Lee,Denzel Washington
930,947,Payback,1999.0,Brian Helgeland,Bill Duke
931,948,Congo,1995.0,Frank Marshall,Dylan Walsh
932,949,We Bought a Zoo,2011.0,Cameron Crowe,Scarlett Johansson
933,950,Knowing,2009.0,Alex Proyas,Nicolas Cage
934,951,Failure to Launch,2006.0,Tom Dey,Bradley Cooper
935,952,The Ring Two,2005.0,Hideo Nakata,Naomi Watts
936,953,"Crazy, Stupid, Love.",2011.0,Glenn Ficarra,Ryan Gosling
937,954,Garfield,2004.0,Peter Hewitt,Bill Murray
938,955,Christmas with the Kranks,2004.0,Joe Roth,Jamie Lee Curtis
939,956,Moneyball,2011.0,Bennett Miller,Philip Seymour Hoffman
940,957,Outbreak,1995.0,Wolfgang Petersen,Kevin Spacey
941,958,Non-Stop,2014.0,Jaume Collet-Serra,Liam Neeson
942,959,Race to Witch Mountain,2009.0,Andy Fickman,Dwayne Johnson
943,960,V for Vendetta,2005.0,James McTeigue,Natalie Portman
944,961,Shanghai Knights,2003.0,David Dobkin,Fann Wong
945,963,Curious George,2006.0,Matthew O'Callaghan,Will Ferrell
946,964,Herbie Fully Loaded,2005.0,Angela Robinson,Scoot McNairy
947,965,Don't Say a Word,2001.0,Gary Fleder,Oliver Platt
948,966,Hansel & Gretel: Witch Hunters,2013.0,Tommy Wirkola,Jeremy Renner
949,967,Unfaithful,2002.0,Adrian Lyne,Olivier Martinez
950,968,I Am Number Four,2011.0,D.J. Caruso,Alex Pettyfer
951,969,Syriana,2005.0,Stephen Gaghan,Matt Damon
952,970,13 Hours,2016.0,Michael Bay,Toby Stephens
953,971,The Book of Life,2014.0,Jorge R. Gutiérrez,Channing Tatum
954,972,Firewall,2006.0,Richard Loncraine,Jimmy Bennett
955,973,Absolute Power,1997.0,Clint Eastwood,Clint Eastwood
956,974,G.I. Jane,1997.0,Ridley Scott,Viggo Mortensen
957,975,The Game,1997.0,David Fincher,Deborah Kara Unger
958,976,Silent Hill,2006.0,Christophe Gans,Radha Mitchell
959,977,The Replacements,2000.0,Howard Deutch,Keanu Reeves
960,978,American Reunion,2012.0,Jon Hurwitz,Alyson Hannigan
961,979,The Negotiator,1998.0,F. Gary Gray,Kevin Spacey
962,980,Into the Storm,2014.0,Steven Quale,Matt Walsh
963,981,Beverly Hills Cop III,1994.0,John Landis,Louis Lombardi
964,982,Gremlins 2: The New Batch,1990.0,Joe Dante,Christopher Lee
965,983,The Judge,2014.0,David Dobkin,Robert Downey Jr.
966,984,The Peacemaker,1997.0,Mimi Leder,Armin Mueller-Stahl
967,985,Resident Evil: Apocalypse,2004.0,Alexander Witt,Milla Jovovich
968,986,Bridget Jones: The Edge of Reason,2004.0,Beeban Kidron,Colin Firth
969,987,Out of Time,2003.0,Carl Franklin,Denzel Washington
970,988,On Deadly Ground,1994.0,Steven Seagal,Mike Starr
971,989,The Adventures of Sharkboy and Lavagirl 3-D,2005.0,Robert Rodriguez,Taylor Lautner
972,990,The Beach,2000.0,Danny Boyle,Leonardo DiCaprio
973,991,Raising Helen,2004.0,Garry Marshall,Amber Valletta
974,992,Ninja Assassin,2009.0,James McTeigue,Shô Kosugi
975,993,For Love of the Game,1999.0,Sam Raimi,J.K. Simmons
976,995,Striptease,1996.0,Andrew Bergman,Demi Moore
977,996,Marmaduke,2010.0,Tom Dey,Emma Stone
978,997,Hereafter,2010.0,Clint Eastwood,Matt Damon
979,998,Murder by Numbers,2002.0,Barbet Schroeder,Ryan Gosling
980,999,Assassins,1995.0,Richard Donner,Muse Watson
981,1000,Hannibal Rising,2007.0,Peter Webber,Li Gong
982,1001,The Story of Us,1999.0,Rob Reiner,Bruce Willis
983,1002,The Host,2013.0,Andrew Niccol,J.D. Evermore
984,1003,Basic,2003.0,John McTiernan,Connie Nielsen
985,1004,Blood Work,2002.0,Clint Eastwood,Clint Eastwood
986,1005,The International,2009.0,Tom Tykwer,Naomi Watts
987,1006,Escape from L.A.,1996.0,John Carpenter,Steve Buscemi
988,1008,The Iron Giant,1999.0,Brad Bird,Vin Diesel
989,1009,The Life Aquatic with Steve Zissou,2004.0,Wes Anderson,Bill Murray
990,1010,Free State of Jones,2016.0,Gary Ross,Matthew McConaughey
991,1011,The Life of David Gale,2003.0,Alan Parker,Kevin Spacey
992,1012,Man of the House,2005.0,Stephen Herek,Christina Milian
993,1013,Run All Night,2015.0,Jaume Collet-Serra,Liam Neeson
994,1014,Eastern Promises,2007.0,David Cronenberg,Viggo Mortensen
995,1015,Into the Blue,2005.0,John Stockwell,Paul Walker
996,1016,The Messenger: The Story of Joan of Arc,1999.0,Luc Besson,Paul Brooke
997,1017,Your Highness,2011.0,David Gordon Green,Natalie Portman
998,1018,Dream House,2011.0,Jim Sheridan,Naomi Watts
999,1019,Mad City,1997.0,Costa-Gavras,Mia Kirshner
1000,1020,Baby's Day Out,1994.0,Patrick Read Johnson,Joe Mantegna
1001,1021,The Scarlet Letter,1995.0,Roland Joffé,Gary Oldman
1002,1022,Fair Game,2010.0,Doug Liman,Naomi Watts
1003,1024,Domino,2005.0,Tony Scott,Ian Ziering
1004,1025,Jade,1995.0,William Friedkin,Michael Biehn
1005,1026,Gamer,2009.0,Mark Neveldine,Gerard Butler
1006,1027,Beautiful Creatures,2013.0,Richard LaGravenese,Alden Ehrenreich
1007,1028,Death to Smoochy,2002.0,Danny DeVito,Robin Williams
1008,1029,Zoolander 2,2016.0,Ben Stiller,Milla Jovovich
1009,1030,The Big Bounce,2004.0,George Armitage,Morgan Freeman
1010,1031,What Planet Are You From?,2000.0,Mike Nichols,Judy Greer
1011,1032,Drive Angry,2011.0,Patrick Lussier,Nicolas Cage
1012,1033,Street Fighter: The Legend of Chun-Li,2009.0,Andrzej Bartkowiak,Chris Klein
1013,1034,The One,2001.0,James Wong,Jason Statham
1014,1036,The Adventures of Ford Fairlane,1990.0,Renny Harlin,Lauren Holly
1015,1037,Pirate Radio,2009.0,Richard Curtis,Philip Seymour Hoffman
1016,1038,Traffic,2000.0,Steven Soderbergh,Michael O'Neill
1017,1039,Indiana Jones and the Last Crusade,1989.0,Steven Spielberg,Harrison Ford
1018,1040,Anna Karenina,2012.0,Joe Wright,Kelly Macdonald
1019,1041,Chappie,2015.0,Neill Blomkamp,Hugh Jackman
1020,1042,The Bone Collector,1999.0,Phillip Noyce,Denzel Washington
1021,1043,Panic Room,2002.0,David Fincher,Kristen Stewart
1022,1044,The Tooth Fairy,2006.0,Chuck Bowman,P.J. Soles
1023,1045,Three Kings,1999.0,David O. Russell,Judy Greer
1024,1046,Child 44,2015.0,Daniel Espinosa,Tom Hardy
1025,1047,Rat Race,2001.0,Jerry Zucker,Corinna Harney
1026,1048,K-PAX,2001.0,Iain Softley,Kevin Spacey
1027,1049,Kate & Leopold,2001.0,James Mangold,Hugh Jackman
1028,1050,Bedazzled,2000.0,Harold Ramis,Brendan Fraser
1029,1051,The Cotton Club,1984.0,Francis Ford Coppola,Nicolas Cage
1030,1052,3:10 to Yuma,2007.0,James Mangold,Christian Bale
1031,1053,Taken 3,2014.0,Olivier Megaton,Liam Neeson
1032,1054,Out of Sight,1998.0,Steven Soderbergh,Don Cheadle
1033,1055,The Cable Guy,1996.0,Ben Stiller,Matthew Broderick
1034,1056,Earth,1998.0,Deepa Mehta,Nandita Das
1035,1057,Dick Tracy,1990.0,Warren Beatty,Charlie Korsmo
1036,1058,The Thomas Crown Affair,1999.0,John McTiernan,Mark Margolis
1037,1059,Riding in Cars with Boys,2001.0,Penny Marshall,Rosie Perez
1038,1060,First Blood,1982.0,Ted Kotcheff,Sylvester Stallone
1039,1061,Solaris,1972.0,Andrei Tarkovsky,Donatas Banionis
1040,1062,Happily N'Ever After,2006.0,Paul Bolger,Sarah Michelle Gellar
1041,1063,Mary Reilly,1996.0,Stephen Frears,Julia Roberts
1042,1064,My Best Friend's Wedding,1997.0,P.J. Hogan,Julia Roberts
1043,1065,America's Sweethearts,2001.0,Joe Roth,Julia Roberts
1044,1066,Insomnia,2002.0,Christopher Nolan,Al Pacino
1045,1067,Star Trek: First Contact,1996.0,Jonathan Frakes,LeVar Burton
1046,1068,Jonah Hex,2010.0,Jimmy Hayward,Michael Fassbender
1047,1069,Courage Under Fire,1996.0,Edward Zwick,Denzel Washington
1048,1070,Liar Liar,1997.0,Tom Shadyac,Maura Tierney
1049,1071,The Infiltrator,2016.0,Brad Furman,Joseph Gilgun
1050,1072,Inchon,1981.0,Terence Young,Laurence Olivier
1051,1073,The Flintstones,1994.0,Brian Levant,Jonathan Winters
1052,1074,Taken 2,2012.0,Olivier Megaton,Liam Neeson
1053,1075,Scary Movie 3,2003.0,David Zucker,Regina Hall
1054,1076,Miss Congeniality,2000.0,Donald Petrie,Candice Bergen
1055,1077,Journey to the Center of the Earth,2008.0,Eric Brevig,Josh Hutcherson
1056,1078,The Princess Diaries 2: Royal Engagement,2004.0,Garry Marshall,Anne Hathaway
1057,1079,The Pelican Brief,1993.0,Alan J. Pakula,Denzel Washington
1058,1080,The Client,1994.0,Joel Schumacher,Bradley Whitford
1059,1081,The Bucket List,2007.0,Rob Reiner,Morgan Freeman
1060,1082,Patriot Games,1992.0,Phillip Noyce,Harrison Ford
1061,1083,Monster-in-Law,2005.0,Robert Luketic,Adam Scott
1062,1084,Prisoners,2013.0,Denis Villeneuve,Hugh Jackman
1063,1085,Training Day,2001.0,Antoine Fuqua,Denzel Washington
1064,1086,Galaxy Quest,1999.0,Dean Parisot,Alan Rickman
1065,1087,Scary Movie 2,2001.0,Keenen Ivory Wayans,Natasha Lyonne
1066,1088,The Muppets,2011.0,James Bobin,Bill Cobbs
1067,1089,Blade,1998.0,Stephen Norrington,Sanaa Lathan
1068,1090,Coach Carter,2005.0,Thomas Carter,Channing Tatum
1069,1091,Changing Lanes,2002.0,Roger Michell,Sydney Pollack
1070,1092,Anaconda,1997.0,Luis Llosa,Frank Welker
1071,1093,Coyote Ugly,2000.0,David McNally,Adam Garcia
1072,1094,Love Actually,2003.0,Richard Curtis,Colin Firth
1073,1095,A Bug's Life,1998.0,John Lasseter,Kevin Spacey
1074,1096,From Hell,2001.0,Albert Hughes,Johnny Depp
1075,1097,The Specialist,1994.0,Luis Llosa,Sylvester Stallone
1076,1098,Tin Cup,1996.0,Ron Shelton,Don Johnson
1077,1099,"Yours, Mine and Ours",1968.0,Melville Shavelson,Lucille Ball
1078,1100,Kicking & Screaming,2005.0,Jesse Dylan,Josh Hutcherson
1079,1101,The Hitchhiker's Guide to the Galaxy,2005.0,Garth Jennings,Zooey Deschanel
1080,1102,Fat Albert,2004.0,Joel Zwick,Dania Ramirez
1081,1103,Resident Evil: Extinction,2007.0,Russell Mulcahy,Milla Jovovich
1082,1104,Blended,2014.0,Frank Coraci,Bella Thorne
1083,1105,Last Holiday,2006.0,Wayne Wang,LL Cool J
1084,1106,The River Wild,1994.0,Curtis Hanson,Meryl Streep
1085,1107,The Indian in the Cupboard,1995.0,Frank Oz,Steve Coogan
1086,1108,Savages,2012.0,Oliver Stone,Demián Bichir
1087,1109,Cellular,2004.0,David R. Ellis,Richard Burgi
1088,1110,Johnny English,2003.0,Peter Howitt,Kevin McNally
1089,1111,The Ant Bully,2006.0,John A. Davis,Nicolas Cage
1090,1112,Dune,1984.0,David Lynch,Virginia Madsen
1091,1113,Across the Universe,2007.0,Julie Taymor,Jim Sturgess
1092,1114,Revolutionary Road,2008.0,Sam Mendes,Leonardo DiCaprio
1093,1115,16 Blocks,2006.0,Richard Donner,Bruce Willis
1094,1116,Babylon A.D.,2008.0,Mathieu Kassovitz,Vin Diesel
1095,1117,The Glimmer Man,1996.0,John Gray,Alexa PenaVega
1096,1118,Multiplicity,1996.0,Harold Ramis,John de Lancie
1097,1119,Aliens in the Attic,2009.0,John Schultz,Malese Jow
1098,1120,The Pledge,2001.0,Sean Penn,Costas Mandylor
1099,1121,The Producers,2005.0,Susan Stroman,Jon Lovitz
1100,1122,Dredd,2012.0,Pete Travis,Wood Harris
1101,1123,The Phantom,1996.0,Simon Wincer,Cary-Hiroyuki Tagawa
1102,1124,All the Pretty Horses,2000.0,Billy Bob Thornton,Matt Damon
1103,1125,Nixon,1995.0,Oliver Stone,Anthony Hopkins
1104,1126,The Ghost Writer,2010.0,Roman Polanski,Jim Belushi
1105,1127,Deep Rising,1998.0,Stephen Sommers,Djimon Hounsou
1106,1128,Miracle at St. Anna,2008.0,Spike Lee,Joseph Gordon-Levitt
1107,1129,Curse of the Golden Flower,2006.0,Yimou Zhang,Li Gong
1108,1130,Bangkok Dangerous,2008.0,Danny Pang,Nicolas Cage
1109,1131,Big Trouble,2002.0,Barry Sonnenfeld,Zooey Deschanel
1110,1132,Love in the Time of Cholera,2007.0,Mike Newell,Marcela Mar
1111,1134,Shadow Conspiracy,1997.0,George P. Cosmatos,Sam Waterston
1112,1135,Johnny English Reborn,2011.0,Oliver Parker,Daniel Kaluuya
1113,1136,Foodfight!,2012.0,Lawrence Kasanoff,Jerry Stiller
1114,1137,Argo,2012.0,Ben Affleck,Clea DuVall
1115,1138,The Fugitive,1993.0,Andrew Davis,Harrison Ford
1116,1139,The Bounty Hunter,2010.0,Andy Tennant,Gerard Butler
1117,1140,Sleepers,1996.0,Barry Levinson,Robert De Niro
1118,1141,Rambo: First Blood Part II,1985.0,George P. Cosmatos,Sylvester Stallone
1119,1142,The Juror,1996.0,Brian Gibson,Joseph Gordon-Levitt
1120,1143,Pinocchio,1940.0,Norman Ferguson,Mel Blanc
1121,1144,Heaven's Gate,1980.0,Michael Cimino,Jeff Bridges
1122,1145,Underworld: Evolution,2006.0,Len Wiseman,Sophia Myles
1123,1146,Victor Frankenstein,2015.0,Paul McGuigan,Daniel Radcliffe
1124,1147,Finding Forrester,2000.0,Gus Van Sant,F. Murray Abraham
1125,1148,28 Days,2000.0,Betty Thomas,Steve Buscemi
1126,1149,Unleashed,2005.0,Louis Leterrier,Morgan Freeman
1127,1150,The Sweetest Thing,2002.0,Roger Kumble,Judith Chapman
1128,1151,The Firm,1993.0,Sydney Pollack,Tom Cruise
1129,1152,Charlie St. Cloud,2010.0,Burr Steers,Augustus Prew
1130,1153,The Mechanic,2011.0,Simon West,Jason Statham
1131,1154,21 Jump Street,2012.0,Phil Lord,Channing Tatum
1132,1155,Notting Hill,1999.0,Roger Michell,Julia Roberts
1133,1156,Chicken Run,2000.0,Peter Lord,Imelda Staunton
1134,1157,Along Came Polly,2004.0,John Hamburg,Philip Seymour Hoffman
1135,1158,Boomerang,1992.0,Reginald Hudlin,John Witherspoon
1136,1159,The Heat,2013.0,Paul Feig,Michael Rapaport
1137,1160,Cleopatra,1963.0,Joseph L. Mankiewicz,Martin Landau
1138,1161,Here Comes the Boom,2012.0,Frank Coraci,Salma Hayek
1139,1162,High Crimes,2002.0,Carl Franklin,Morgan Freeman
1140,1163,The Mirror Has Two Faces,1996.0,Barbra Streisand,Jeff Bridges
1141,1164,The Mothman Prophecies,2002.0,Mark Pellington,Debra Messing
1142,1165,Brüno,2009.0,Larry Charles,Bono
1143,1166,Licence to Kill,1989.0,John Glen,Robert Davi
1144,1167,Red Riding Hood,2011.0,Catherine Hardwicke,Gary Oldman
1145,1168,15 Minutes,2001.0,John Herzfeld,Robert De Niro
1146,1169,Super Mario Bros.,1993.0,Annabel Jankel,Bob Hoskins
1147,1170,Lord of War,2005.0,Andrew Niccol,Nicolas Cage
1148,1171,Hero,2002.0,Yimou Zhang,Jet Li
1149,1172,One for the Money,2012.0,Julie Anne Robinson,Fisher Stevens
1150,1173,The Interview,2014.0,Evan Goldberg,James Franco
1151,1174,The Warrior's Way,2010.0,Sngmoo Lee,Tony Cox
1152,1176,Micmacs,2009.0,Jean-Pierre Jeunet,Omar Sy
1153,1177,8 Mile,2002.0,Curtis Hanson,Mekhi Phifer
1154,1178,Animal Kingdom: Let's go Ape,2015.0,Jamel Debbouze,Jamel Debbouze
1155,1179,A Knight's Tale,2001.0,Brian Helgeland,Heath Ledger
1156,1180,The Medallion,2003.0,Gordon Chan,Julian Sands
1157,1181,The Sixth Sense,1999.0,M. Night Shyamalan,Bruce Willis
1158,1182,Man on a Ledge,2012.0,Asger Leth,Robert Clohessy
1159,1183,The Big Year,2011.0,David Frankel,Joel McHale
1160,1184,The Karate Kid,1984.0,John G. Avildsen,Martin Kove
1161,1185,American Hustle,2013.0,David O. Russell,Jennifer Lawrence
1162,1186,The Proposal,2009.0,Anne Fletcher,Ryan Reynolds
1163,1187,Double Jeopardy,1999.0,Bruce Beresford,Bruce Greenwood
1164,1188,Back to the Future Part II,1989.0,Robert Zemeckis,Lea Thompson
1165,1189,Lucy,2014.0,Luc Besson,Scarlett Johansson
1166,1190,Fifty Shades of Grey,2015.0,Sam Taylor-Johnson,Jennifer Ehle
1167,1191,Spy Kids 3-D: Game Over,2003.0,Robert Rodriguez,Sylvester Stallone
1168,1192,A Time to Kill,1996.0,Joel Schumacher,Kevin Spacey
1169,1193,Cheaper by the Dozen,2003.0,Shawn Levy,Tom Welling
1170,1194,Lone Survivor,2013.0,Peter Berg,Jerry Ferrara
1171,1195,A League of Their Own,1992.0,Penny Marshall,Tom Hanks
1172,1196,The Conjuring 2,2016.0,James Wan,Javier Botet
1173,1197,The Social Network,2010.0,David Fincher,Andrew Garfield
1174,1198,He's Just Not That Into You,2009.0,Ken Kwapis,Carmen Perez
1175,1199,Scary Movie 4,2006.0,David Zucker,Beau Mirchoff
1176,1200,Scream 3,2000.0,Wes Craven,Kelly Rutherford
1177,1201,Back to the Future Part III,1990.0,Robert Zemeckis,Lea Thompson
1178,1202,Get Hard,2015.0,Etan Cohen,Will Ferrell
1179,1203,Bram Stoker's Dracula,1992.0,Francis Ford Coppola,Keanu Reeves
1180,1204,Julie & Julia,2009.0,Nora Ephron,Meryl Streep
1181,1205,42,2013.0,Brian Helgeland,Harrison Ford
1182,1206,The Talented Mr. Ripley,1999.0,Anthony Minghella,Philip Seymour Hoffman
1183,1207,Dumb and Dumber To,2014.0,Bobby Farrelly,Bill Murray
1184,1208,Eight Below,2006.0,Frank Marshall,Paul Walker
1185,1209,The Intern,2015.0,Nancy Meyers,Robert De Niro
1186,1210,Ride Along 2,2016.0,Tim Story,Olivia Munn
1187,1211,The Last of the Mohicans,1992.0,Michael Mann,Wes Studi
1188,1212,Ray,2004.0,Taylor Hackford,Bokeem Woodbine
1189,1213,Sin City,2005.0,Frank Miller,Rosario Dawson
1190,1214,Vantage Point,2008.0,Pete Travis,Dennis Quaid
1191,1215,"I Love You, Man",2009.0,John Hamburg,J.K. Simmons
1192,1216,Shallow Hal,2001.0,Bobby Farrelly,Jason Alexander
