,common_entity,entity1,entity2
57AK,Fly8Ma Pilot Lodge,61.5843319444445,-149.803772222222
ID29,Big Island,46.6974052777778,-115.983756111111
WAMC,Tentena,-2.0,120.7666702271
MI88,Bakers Field,42.7322494444444,-85.9053108333333
DAUG,Noumerat - Moufdi Zakaria,32.3841018677,3.7941100597
SWSK,Fazenda Sao Marco,3.0497200489,-60.4838981628
KJGG,Williamsburg-Jamestown,37.2391747222222,-76.7160961111111
WV67,Eastview,39.3947222222222,-78.6794444444444
K0U7,Hollow Top,43.32375,-113.5905
SWUR,Fazenda Vista Verde,-8.4916667938,-44.3894424438
MRRX,Roxana Farms,10.3081998825,-83.7543029785
OI21,Semnan New,35.3894004822,53.6713981628
SILW,Fazenda Mata Assombrada,-21.727222,-56.509167
NZOA,Omarama Glider,-44.4866981506,169.9859924316
05TS,Dew Drop,33.1292875,-97.3586305555555
K5Y4,Lost Creek,44.6600147222222,-84.2375119444444
BGAA,Aasiaat,68.7218017578,-52.7846984863
FNLZ,Luzamba,-9.1159601212,18.0492992401
NC22,Charles Field,35.2275333333333,-78.5551833333333
KT69,Alfred C 'Bubba' Thomas,28.0385668611111,-97.54250125
19WA,Key Way,45.7195608333333,-121.886190833333
K1B8,Chapin Field,43.0526944444444,-73.3631388888889
6WA5,Wilding Farm,48.5756141111111,-122.943616361111
LPIN,Espinho,40.9742012024,-8.6444396973
EDFZ,Mainz-Finthen,49.9674987793,8.1472215652
9AR1,Catlett Farms,34.9334722222222,-93.5172222222222
EGND,HUDDERSFIELD (Crosland Moor),53.6216666667,-1.8302777778
5KS3,Deweze,37.2794638888889,-98.0181163888889
42MO,Aire Parque,38.1231091666667,-90.3890105555556
VECO,Cooch Behar,26.330499649,89.4672012329
5OK9,Hsh Airstrip,35.7219444444444,-97.2047222222222
94TS,Hidden Springs Ranch,33.210075,-95.532725
SSUV,Uniao da Vitoria,-26.2334003448,-51.0677986145
00WI,Northern Lite,44.304285,-89.0501136111111
4TA8,Perry Ranch,30.616845,-101.017048333333
YECL,Eucla,-31.7000007629,128.8829956055
FL43,Burntwood Ranch,28.2738111111111,-81.9304472222222
ME19,Clayton Lake Strip,46.6161419444444,-69.5222780555556
FAKK,Kakamas,-28.7999992371,20.6329994202
KDPA,Dupage,41.9070530555556,-88.247995
CBK7,Mile 422 (Alaska Highway),58.8493995667,-125.2399978638
CGL4,Eaglesham (South),55.6711006165,-117.9359970093
67WA,Greenbluff Meadows,47.8265,-117.266891666667
UAFA,Tamga,42.1530990601,77.5639038086
SC58,Ja Field,34.7443055555556,-80.3888888888889
K7M1,Mc Gehee Municipal,33.6202211111111,-91.3648405555555
NY51,Russell,42.8700736111111,-74.4993044444444
LBKL,Kalvacha,42.5862503052,25.4262504578
KNPA,Pensacola Nas (Forrest Sherman Field),30.3532727777778,-87.3179711388889
NC71,E T Field,34.9179416666667,-79.0525311111111
CYQA,Muskoka,44.9747009277,-79.3032989502
FAVE,Ventersdorp,-26.3008995056,26.8141994476
KK16,Becks Grove,43.2508472222222,-75.6043611111111
KGTB,Wheeler-Sack Army Air Field,44.0556111111111,-75.7198944444444
30MI,Wolverton's Field,41.8592127777778,-86.3277911111111
KI86,Perry County,39.6915966666667,-82.1977858333333
5KS1,Threshing Bee,39.1938333333333,-95.2163333333333
23LA,Warner-Thunder Hill,30.6308194444444,-90.0801916666667
LPPM,Portimao,37.1492996216,-8.5839595795
71XS,Comanche Hills Ranch,31.1668555555556,-98.2458388888889
42AK,Willow Conocophillips,70.1108888888889,-152.12975
VEAN,Along,28.1753005981,94.8020019531
2OA6,Hilltop,40.0864833333333,-81.5881777777778
MT54,Weaver,48.2438505555556,-114.244294722222
KCDC,Cedar City Regional,37.70097,-113.098850833333
LFES,Guiscriff Scaer,48.0525016785,-3.6647200584
KOWD,Norwood Memorial,42.1905277777778,-71.1729444444445
2MT9,Gold Creek,46.5231388888889,-112.989833333333
SWCQ,Costa Marques,-12.4210996628,-64.2516021729
4TN0,Melton Field,36.1519444444444,-83.7327777777778
EGPT,Perth/Scone,56.439201355,-3.3722200394
FARM,Richmond,-31.423500061,23.9782009125
K6V5,Bison Municipal,45.5183333333333,-102.467833333333
ESQO,Arboga,59.3866004944,15.9240999222
KRVF,Ruby Valley Field,45.5354166666667,-112.302277777778
KAK0,Jakes Bar,61.2188722222222,-142.891211111111
K8W2,New Market,38.6559847222222,-78.7084958333333
KCUB,Jim Hamilton L B Owens,33.9704722222222,-80.99525
1OK0,Neversweat,35.8945275,-96.2794483333333
K61S,Cottage Grove State,43.8040705277778,-123.032116166667
WA42,Stacey's,47.9720341666667,-122.772109444444
ZLSN,Xiguan,34.376701355,109.1200027466
FZBJ,Mushie,-3.0,16.9330005646
NC75,Schneider Haven Airstrip,35.8983333333333,-80.7202777777778
78LA,Naquin Field,29.7351784166667,-90.7007013888889
7KS3,Youvan,37.5292136111111,-94.6960725
KEAU,Chippewa Valley Regional,44.8658055555556,-91.48425
K1O4,Thomas Municipal,35.7336666666667,-98.7305277777778
SDFC,Fazenda Constancia,-20.4885997772,-49.1880989075
MTCA,Les Cayes,18.2710990906,-73.7882995605
SWLI,Fazenda Liberdade,-17.0080566406,-56.4661102295
4IS9,Weidner,39.0858611111111,-89.958875
EGHL,Lasham,51.1871986389,-1.0334999561
CYOO,Oshawa,43.9227981567,-78.8949966431
SCII,Puerto Ingeniero Ibanez,-46.2858314514,-71.9477767944
KDWA,Yolo County,38.5793888888889,-121.856944444444
MHRA,Rapaco II,14.0736112595,-86.9100036621
KDCY,Daviess County,38.7004183333333,-87.1313741666667
SWVU,Fazenda Ramalhete,-21.7332992554,-54.5766983032
KTRL,Terrell Municipal,32.7084944444444,-96.2670944444444
K1O2,Lampson Field,38.9906111111111,-122.900722222222
K1W3,Mexico Farms,39.606,-78.7604861111111
YCEE,Cleve,-33.7097015381,136.5050048828
KH47,Hyampom,40.6256111111111,-123.4685
HL59,Al Khadim,31.998500824,21.1917991638
WN55,Randle-Kiona Airpark,46.5114997222222,-122.006205277778
3XA0,Drennan,32.3138888888889,-97.2311111111111
K1C3,Argyle,43.2545277777778,-73.4701944444444
KDVK,Stuart Powell Field,37.5775751388889,-84.7694978333333
FZGN,Boende,-0.2169999927,20.8500003815
KMBY,Omar N Bradley,39.46317,-92.4258897222222
CBB7,Tipella,49.7430992126,-122.1630020142
CAA2,St. Andre-Avellin,45.7463888889,-75.0758333333
YPMP,Pormpuraaw,-14.8966999054,141.6089935303
FAKF,Koffee Bay,-31.9638996124,29.14909935
CJX5,Souris Glenwood Industrial Air Park,49.6333007813,-100.1999969482
57TE,Prade Ranch,29.9388255555556,-99.7833958333333
2ID2,Linda's Roost,43.9543555555556,-113.647244444444
CT85,Roberts Farm,41.88982,-72.6150897222222
8IN2,Robinson Field,39.6233333333333,-86.0313888888889
FQVL,Vilankulo,-22.0184001923,35.3133010864
62KS,Dexter Field,38.3586319444444,-96.4909875
SJTU,Fazenda Tucano,-13.582777977,-57.5594444275
RPVB,Bacolod-Silay City International,10.7763996124,123.0149993896
KA67,Harlequin Lake,59.4143958333333,-139.033720833333
2NE3,Rusty Crankshaft,40.6063305555556,-96.6213138888889
42XS,Triple B Ranch,27.9588194444444,-98.4037638888889
XS27,Farm Air Service,30.0377141666667,-94.3960227777778
YKOG,Koongarra,-36.0,142.2169952393
KNBC,Beaufort Mcas (Merritt Field),32.48056675,-80.7192441388889
LFKP,La Tour Du Pin,45.5600013733,5.3847198486
63NY,Shear,43.2593055555556,-78.9656111111111
VTUD,Udon Thani,17.3864002228,102.788002014
LEMH,Menorca,39.8625984192,4.2186498642
KTOR,Torrington Municipal,42.0644213888889,-104.152679444444
YWEC,Wellclose,-25.8500003815,145.1000061035
SWWJ,Posto de Protecao Ambiental Nossa Senhora do Carmo,-16.6808338165,-56.2991676331
MMSL,Cabo San Lucas International,22.9477005005,-109.93699646
49NK,Trump Mtn,42.7933055555556,-78.2921666666667
0ND6,Schumacher Strip,46.0549855555556,-99.9170583333333
SIFE,Fazenda Dinora,-23.4163894653,-50.6008338928
EFPU,Pudasjarvi,65.4021987915,26.9468994141
MREO,El Ceibo,10.5333328247,-83.8499984741
HTDA,Mwalimu Julius K. Nyerere International,-6.8781099319,39.2025985718
07IN,Gray,39.5736588888889,-85.9138705555556
FVFI,Filabusi,-20.533000946,29.2670001984
ND86,Peterson,48.5638888888889,-103.963055555556
SDEM,Estancia Machado,-22.1011104584,-51.4516677856
SDDN,Andradina,-20.9249992371,-51.3819999695
YRSV,Rosevale Resort,-27.1333007813,145.8999938965
SPPN,Palmas del Espino,-8.2925901413,-76.4395980835
KE38,Alpine-Casparis Municipal,30.3842222222222,-103.683583333333
90PA,Adams,41.8792322222222,-78.1150075
DGLN,Navrongo,10.8999996185,-1.1000000238
SKMR,Los Garzones,8.82374,-75.8258
KGVT,Majors,33.0678333333333,-96.0653333333333
FXPG,Pelaneng,-29.1205997467,28.5053005219
YNUT,Nutwood Downs,-15.8166999817,134.1499938965
PA36,Stefanik,40.4528808333333,-75.2037852777778
8NC8,Lake Ridge Aero Park,36.060145,-78.7833386111111
NTGS,Marutea,-21.4821949005,-135.6370544434
SNVY,Fazenda Ouro Verde,-23.9769439697,-55.3652763367
SIDG,Fazenda Jatobasso,-22.4291667938,-55.5333328247
FXMF,Mafeteng,-29.8010997772,27.2436008453
VRMU,Kudahuvadhoo Dhaalu,2.666119,72.886303
NA12,Johnson,47.4316633333333,-100.841528055556
SWIL,Fazenda Taruma,-17.015832901,-54.3497238159
SCEK,Chepica,-34.7397232056,-71.32472229
SNPN,Fazenda Agua Fria,-21.0302772522,-50.9258346558
KF17,Center Municipal,31.8315833333333,-94.1564166666667
67MI,Pinelli,41.997875,-85.8534833333333
EFIV,Ivalo,68.6072998047,27.4053001404
CYGK,Kingston Norman Rogers,44.2252998352,-76.5969009399
7AL2,Peterson Field,33.8648208333333,-86.3108358333333
4TN5,Tommy's Field,36.1508333333333,-82.6325
SIWM,Fazenda Bandeirantes,-17.9913883209,-49.5352783203
LTBL,Cigli,38.5130004883,27.010099411
AK10,Ak-10 Airstrip,61.7172222222222,-150.109444444444
NC28,Meadstown Airstrip,36.2001580555556,-76.2357666666667
UKOI,Izmail International,45.3916664124,28.8016662598
K7I2,Reese,40.1552388888889,-85.3189458333333
KORE,Orange Municipal,42.5699975,-72.2884977777778
CPQ4,Lefroy,44.2919095924,-79.5472812653
YPDO,Pardoo,-20.1175003052,119.5899963379
SWSM,Fazenda Santa Maria,-15.35833,-57.69444
WN23,Grand View International,48.1017588888889,-123.179623055556
SDCD,Catanduva,-21.1492004395,-48.9887008667
K48K,Ness City Municipal,38.4737569444444,-99.9091188888889
KHLX,Twin County,36.7661108333333,-80.82356
UWLS,Soldatskaya Tashla Airfield,54.0152837323,48.3060264587
K39Z,Flying-A-Ranch,43.1051138888889,-86.1212694444444
KLRG,Lincoln Regional,45.3618497222222,-68.5344583333333
YWBR,Warburton,-26.1282997131,126.5830001831
URSS,Sochi International,43.4499015808,39.9566001892
ZGOW,Shantou Waisha,23.4269008636,116.7620010376
SVJM,San Juan de Los Morros,9.906952858,-67.3796386719
BIMN,Melanes,65.516998291,-22.3999996185
CJF3,Ile-a-la-Crosse,55.4897003174,-107.9300003052
SICJ,Gaivota Aviacao Agricola,-13.4600000381,-58.7750015259
SDXQ,Fazenda Flamboyant,-20.9069442749,-51.5755577087
SCSB,Franco Bianco,-52.7366981506,-69.3336029053
MNSI,Siuna,13.7272224426,-84.7777786255
UWKG,Borisoglebskoye,55.8666992188,49.1333007813
ESUJ,Talje,62.5652999878,15.8346996307
PFWS,South Naknek Nr 2,58.7020833333333,-157.002583333333
WA10,Page,46.0165244444444,-118.370521111111
FSDR,Desroches,-5.6967,53.6558
SVAP,Apurito,7.9188499451,-68.483001709
MO37,Ridgeview Ranch,38.7230666666667,-94.3818944444444
DNJO,Yakubu Gowon,9.6398296356,8.8690500259
KU79,Chamberlain Usfs,45.3790783333333,-115.196779722222
MA89,B&B Farm,42.3461111111111,-72.1038888888889
LFSM,Montbeliard-Courcelles,47.4869995117,6.7905402184
CKF9,De Lesseps Lake,50.7174987793,-90.6836013794
FZRB,Moba,-7.0669999123,29.783000946
FVTD,Tinfields,-19.9500007629,31.4330005646
SLSM,San Ignacio de Moxos,-14.0,-65.6339035034
9GA1,Briar Patch,32.4488888888889,-81.3369444444444
MHSX,Sixatigni,15.1836109161,-84.369720459
KOMN,Ormond Beach Municipal,29.3011388888889,-81.1138055555555
LFEV,Gray St Adrien,47.4333000183,5.6227798462
56IL,Lee Creek,42.4621416666667,-88.8751013888889
ZYDD,Dandong,40.0247001648,124.286003113
XS58,Tri-County Air Service,30.0441038888889,-94.7057538888889
WICM,Cibeureum,-7.3466000557,108.246002197
KGHM,Centerville Municipal,35.8374166666667,-87.4453888888889
FATA,Tedderfield Air Park,-26.3519992828,27.9689998627
KFFM,Fergus Falls Municipal/Einar Mickelson Field,46.2843888888889,-96.1566944444445
KRZR,Cleveland Regional Jetport,35.2123363888889,-84.7991988888889
AYED,Edwaki,-3.883986,141.792234
EDFT,Lauterbach,50.6833343506,9.4108333588
SJCN,Aero Agricola Cristalina,-16.9069442749,-47.7083320618
YRSB,Roseberth,-25.8332996368,139.6499938965
IA58,B-8 Farms,42.1149891666667,-96.1719638888889
KRNO,Reno/Tahoe International,39.4991111111111,-119.768111111111
KRCR,Fulton County,41.0655475277778,-86.1817028888889
SJFV,Fazenda Gaia,-18.7600002289,-48.755279541
HAKL,Kelafo East,5.6570000648,44.3499984741
NH61,New Poverty Flats,42.967475,-71.1811719444444
RJFA,Ashiya,33.8830986023,130.6529998779
92PN,Bartsch,41.0682166666667,-80.2947333333333
0IL2,Griffin,38.8030555555556,-88.9977777777778
HLGT,Ghat,25.1455993652,10.1426000595
59FD,Big Cypress Airfield,26.3262083333333,-80.9879666666667
IL88,Earl Barnickel,41.6750313888889,-89.1167561111111
WS91,Sky Hollow,43.2086388888889,-90.66375
76CO,Hoy Airstrip,39.8358175,-104.422181666667
HL83,Nanur,31.7052001953,14.9116001129
75MN,Galler's,44.1866333333333,-93.7141166666667
YCWO,Chatsworth,-37.8333015442,142.7169952393
K6R3,Cleveland Municipal,30.3564444444444,-95.0080277777778
GOTK,Kedougou,12.5722999573,-12.2202997208
VTBN,Prachuap Khiri Khan,12.4172000885,99.8694000244
NVSM,Lamen Bay,-16.5841999054,168.158996582
72CL,Iron Mountain Pumping Plant,34.1341780555556,-115.119143888889
CFV3,Mobil Bistcho,59.4747326918,-119.006137848
KVCV,Southern California Logistics,34.5974722222222,-117.383
YERN,Ernabella,-26.263299942,132.1820068359
LGBL,Nea Anchialos,39.2196006775,22.7943000793
URKG,Gelendzhik,44.5820926295,38.0124807358
79ID,Clear Creek Int,46.0489222222222,-115.869861111111
YCGH,Clonagh,-20.1333007813,140.6829986572
NH38,Leavitt,43.9725711111111,-71.1697925
LTFH,Samsun Carsamba,41.2545013428,36.5671005249
7IL7,Edward Getzelman,42.1266911111111,-88.5334205555556
SJPA,EMAL - Pimenta Bueno,-11.6861114502,-60.6297225952
CDU6,Doaktown,46.5525016785,-66.0939025879
VOHS,Rajiv Gandhi International  Shamshabad,17.2313175201,78.4298553467
SSZR,Santa Rosa,-27.9067001343,-54.520401001
FZBU,Ipeke,-2.4830000401,18.25
LGIR,Heraklion International Nikos Kazantzakis,35.3396987915,25.1802997589
SJLN,Maloquinha,4.726940155,-60.5905990601
VAAU,Aurangabad,19.8626995087,75.3981018066
HAMT,Mizan Teferi,6.9571,35.5547
69TX,Green Lake Ranch,28.5895805555556,-96.8472833333333
WY23,Iberlin Strip,44.0733116666667,-106.265862777778
MP00,Cap Justiniano Montenegro,7.5568799973,-80.0233001709
YWWH,Wentworth,-22.1000003815,147.6999969482
LTCJ,Batman,37.9290008545,41.1166000366
MMTG,Angel Albino Corzo International,16.5636005402,-93.0224990845
TX94,Flying D Ranch,33.4526833333333,-97.2755793055556
YBOV,Border Village,-31.6394004822,129.0119934082
MSRC,El Ronco,14.3187150955,-89.5068969727
UWPP,Penza,53.1105995178,45.0210990906
02NV,Paiute Meadows,41.3005555555556,-118.928333333333
PAIM,Indian Mountain Lrrs,65.9927722222222,-153.703488888889
FAPG,Plettenberg Bay,-34.0903015137,23.3278007507
SN55,R J C Farms Inc,38.2173138888889,-101.002725
CBW2,Kitimat,54.163898468,-128.5809936523
LIDV,Prati Vecchi D'Aguscello,44.7902984619,11.6691999435
KAUW,Wausau Downtown,44.9262845277778,-89.62700175
23WN,Willie's,45.9110555555556,-91.6285
SWVE,Fazenda Vista Alegre,-9.788611412,-68.0072250366
LL09,Air Estates Inc,42.2805783333333,-88.0945238888889
KNQA,Millington/Memphis,35.3566391666667,-89.8704302777778
SSVJ,Fazenda Cedro,-21.8708324432,-55.7475013733
VG33,Bull Farm,37.1545861111111,-75.9568744444445
XA96,En Gedi Ranch,35.6625,-100.323888888889
SPAA,Caraz,-9.0514287949,-77.8101425171
KE55,Ocean Ridge,38.8017075,-123.530552222222
OADZ,Darwaz,38.461101532,70.8824996948
87NE,Knox Landing,40.8091772222222,-97.5878280555555
83OK,Sweetbriar,35.2567611111111,-94.5779972222222
SSCM,Fazenda Cacadinha,-21.6238899231,-54.8108329773
KBLU,Blue Canyon - Nyack,39.2749722222222,-120.70975
4TA3,"Costello Island, Inc",32.8987325,-98.4600536111111
LIME,Bergamo / Orio Al Serio,45.6739006042,9.7041702271
14ID,Peaceful Cove,43.6706527777778,-116.211230555556
3WI6,Melin Farms,42.5901388888889,-88.8745555555555
MY72,Isle,46.1596769444444,-93.4613475
4AK7,Aleknagik Mission Strip,59.2809233333333,-158.597200277778
SSIG,Fazenda Santa Maria,-20.2700004578,-55.7283325195
74KY,Terry Field,36.8986666666667,-88.8467238888889
MU03,Stockwell Field,39.7146,-93.1401652777778
YSLT,Sale,-38.1166992188,147.0749969482
FCBB,Maya-Maya,-4.2516999245,15.2530002594
K53A,Dr C P Savage Sr,32.3030633333333,-84.0074680555555
SNQL,Bom Jesus,-15.7349996567,-57.3463897705
MI58,Raymond Field,44.7433202222222,-83.7084095833333
50IL,Midland,42.4889055555556,-88.1742527777778
SKCI,Carimagua,4.56417,-71.3364
K3P3,Mott Municipal,46.3591619444444,-102.328244166667
MNAM,Altamira,12.1106004715,-85.7604980469
EGBW,Wellesbourne Mountford,52.192199707,-1.6144399643
8TE8,Tradewind Ag,29.1627522222222,-96.2252411111111
9NR8,Buie Field,34.7921638888889,-79.1978944444444
SSSA,Fazenda Sant`anna do Apa,-22.0266666412,-56.193611145
SCSV,Vinasutil,-34.448890686,-71.3858337402
44IN,Campbell Field,40.12375,-87.2104666666667
66TX,Loma De Cometa,28.6766166666667,-100.023938888889
YARY,Arrabury,-26.7000007629,141.0500030518
UEBN,Nizhneyansk,71.43699646,136.1900024414
OIAW,Ahwaz,31.3374004364,48.7620010376
9LL5,Tommy's Airpark,39.6511111111111,-89.4586111111111
SVNK,Hato Mikitole,8.4177780151,-63.567779541
K8N1,Grimes,40.4848141666667,-76.2635619444444
2TS5,Paducah,34.0233333333333,-100.343611111111
ULAP,Karpogory,64.0130004883,44.4550018311
PA01,Merrys Pymatuning,41.6750544444444,-80.4345119444445
NE46,Greeley Municipal,41.5574916666667,-98.5460611111111
K7MI,Flugplatz,43.3417430555556,-82.5482847222222
OICC,Shahid Ashrafi Esfahani,34.3459014893,47.1581001282
LFSX,Luxeuil-Saint-Sauveur (BA 116) Air Base,47.7831001282,6.3640599251
KD09,Bottineau Municipal,48.8304722222222,-100.417305555556
61IS,Jim & Peg,41.0547541666667,-88.3872791666667
04NE,Mc Connell Field,41.1599933333333,-101.2990525
LFTW,Nimes-Arles-Camargue,43.7574005127,4.4163498878
MUSA,San Antonio De Los Banos,22.8715000153,-82.5093002319
CYID,Digby / Annapolis Regional,44.5458450365,-65.7854247093
GO66,Dodji,15.5438995361,-14.9582996368
KE52,Oldham County,35.2307138888889,-102.398768055556
40TS,Dawson Private Strip,27.4448444444444,-97.9059416666667
LESG,Sanguesa,42.5656013489,-1.284719944
NGTA,Bonriki International,1.3816399574,173.1470031738
34IL,G Bray,40.3625419444444,-90.1084516666667
PAMB,Manokotak,58.9320555555556,-158.901888888889
8OI5,Clum,39.8817319444444,-82.4145980555556
KADM,Ardmore Municipal,34.3038734444444,-97.0205973888889
KCKB,North Central West Virginia,39.2976547222222,-80.2275319444445
SEPO,Posorja,-2.6820299625,-80.2755966187
SJDA,Fazenda Cruzeiro,-19.1922225952,-48.1172218323
CEJ6,Elk Point,53.8931007385,-110.7720031738
FD88,Aero Acres,27.3419869444444,-80.5219988888889
03OL,Bluebird,35.0123338888889,-97.702735
K27K,Georgetown-Scott County Regional,38.2344341666667,-84.4346836111111
MGQC,Santa Cruz del Quiche,15.0122003555,-91.1505966187
AYDE,Derim,-6.1447222222,147.107222222
KBML,Berlin Regional,44.5753611111111,-71.1759166666667
FZQU,Lubudi,-9.9329996109,26.0
PAKU,Ugnu-Kuparuk,70.3306666666667,-149.598055555556
BISA,Sanda,65.1343994141,-19.6630992889
SJNE,Wapum,1.9900000095,-59.9571990967
6IA7,R S  Auto,40.9903555555556,-91.7441722222222
HTOL,Oltipesi,-4.287732,36.616115
24NE,Orr,42.3838625,-102.438808333333
SISJ,Fazenda Sao Jose do Piquiri,-17.4541664124,-55.5591659546
KFZG,Fitzgerald Municipal,31.6839046111111,-83.2709036388889
ULAA,Talagi,64.6003036499,40.7167015076
SVPA,Cacique Aramare,5.619989872,-67.6061019897
NVVK,Lenakel,-19.5130004883,169.2599945068
TA26,Coyote Crossing,32.2963611111111,-97.0568055555556
KAFN,Jaffrey Airfield Silver Ranch,42.8051341666667,-72.0030219444444
8FD3,Blackwater Airfield,30.877685,-86.8544044444444
1VA0,Sabot,37.6293130555556,-77.7474936111111
K00N,Bucks,39.4730277777778,-75.1844166666667
KSMX,Santa Maria Pub/Capt G Allan Hancock Field,34.8999444444444,-120.458083333333
SJWW,Fazenda Cachoeira Preta,-20.0213890076,-53.2161102295
BGBW,Narsarsuaq,61.1604995728,-45.4259986877
HKKI,Kisumu,-0.086139001,34.7289009094
IA01,Ridge,41.3513816666667,-95.4663911111111
YATY,Atley,-28.2166996002,119.25
ZBTL,Tongliao,43.5567016602,122.1999969482
MHPS,Desvio Potrerillos,14.5958328247,-86.1500015259
YPIX,Pia,-27.1916999817,116.2919998169
LKMB,Mlada Boleslav,50.3983001709,14.8983001709
SWGV,Fazenda Cocal,-12.801943779,-52.6077766418
5NY4,Stanwix Heights,43.1575694444444,-75.4307288888889
SMTB,Rudi Kappel,3.7829999924,-56.1500015259
CED3,Oyen Municipal,51.3342018127,-110.4909973145
FLWW,Waka Waka,-12.4504003525,32.2569999695
LRBC,Bacau,46.521900177,26.9102993011
SSVL,Fazenda Santa Claudina,-22.5216674805,-54.6777763367
XS77,Seafood Warehouse Park,29.46551,-94.6274152777778
K2U7,Stanley,44.2085555555556,-114.934527777778
SJLS,Marupa,2.1252799034,-59.8213996887
2MN1,Winter Strip,45.0460697222222,-95.4644658333333
YKIU,Kaiuroo,-23.1166992188,149.3670043945
EPAR,Arłamów,49.6575012207,22.5142993927
KMNV,Monroe County,35.5452319444444,-84.3804002777778
EIKH,Kildare Aerodrome,53.0635986328,-6.8552799225
SA36,Saladillo,-35.6081,-59.8164
CO60,Horseshoe Landings,40.1083155555556,-104.431067222222
AZ05,Lakeside Airpark,33.1125,-112.661666666667
2OA1,Bristol Airstrip,41.4150555555556,-80.8842544444445
WN72,Kinch Farms,46.8667527777778,-118.321538888889
10IA,Flyers,42.4166555555556,-92.2501833333333
WA67,Green Mountain,45.6630652777778,-122.472634722222
KANP,Lee,38.9428777777778,-76.5683991666667
LUBM,Marculesti International,47.862701416,28.2127990723
NZWB,Woodbourne,-41.5182991028,173.8699951172
FVKW,Mkwasine,-20.7999992371,31.8169994354
ZLXN,Xining Caojiabu,36.5275001526,102.0429992676
76MN,Hemmingsen,47.5963511111111,-96.0217061111111
OPGD,Gwadar International,25.2332992554,62.329498291
LA51,Stuart Airstrip,32.0182172222222,-93.4307302777778
12IL,Hawker,41.2000316666667,-88.0167161111111
FMEP,Pierrefonds,-21.3208999634,55.4249992371
KJFZ,Tazewell County,37.0637463888889,-81.7982658333333
VYGG,Gangaw,22.1746997833,94.1343994141
K5A8,Aleknagik /New,59.2825555555556,-158.617866666667
EDTM,Mengen-Hohentengen,48.0538902283,9.3727779388
AA33,Gus Landing,61.60415,-149.770119444444
YMGI,Mungindi,-28.9666996002,149.0579986572
SNQP,Fazenda Sao Francisco,-20.5674991608,-50.2303009033
KZ40,Goose Bay,61.39465,-149.842269444444
SNDX,Cachoeira,-10.0399999619,-36.3263893127
LIPX,Verona / Villafranca,45.3956985474,10.8885002136
SPCL,Cap FAP David Abenzur Rengifo International,-8.3779401779,-74.5743026733
8IN7,Brush Creek,39.0452777777778,-85.5152777777778
YBSR,Blackstone,-25.986700058,128.2879943848
KVVS,Joseph A Hardy Connellsville,39.9590555555556,-79.6574166666667
EGDV,Hullavington Airfield,51.526732,-2.141555
FAMZ,Msauli,-26.0499992371,31.0170001984
FAHV,Gariep Dam,-30.5622005463,25.5282993317
YKAE,Kalannie,-30.3666992188,117.1330032349
FAWC,Worcester Glider,-33.6631011963,19.4153003693
K4O5,Cherokee Municipal,36.7883083333333,-98.3584305555555
KS19,Mc Cormick County,33.9080969444444,-82.26693
TE32,Rancho Blanco,27.3086344444444,-99.4814305555556
SIQE,Botelho,-15.9416666031,-47.7202796936
YIMA,Imanpa,-25.1333007813,132.5700073242
92IN,H R Weisser,41.4233808333333,-85.8474927777778
SLCL,Collpani,-18.8916664124,-66.7833328247
6FL4,Sylvanmir Farms,29.8210530555556,-83.5732002777778
VGIS,Ishurdi,24.1525001526,89.0494003296
K1L7,Escalante Municipal,37.7453611111111,-111.570166666667
NZUK,Pukaki,-44.2350006104,170.117996216
K6AK,Rainy Pass Lodge,62.0841419444444,-152.717524722222
YNSM,Norseman,-32.2099990845,121.7549972534
K0P1,Van Pak,39.8316944444444,-99.5684444444444
0ME4,Peasley Field,44.7424694444444,-68.4744027777778
VABB,Chhatrapati Shivaji International,19.0886993408,72.8678970337
PS47,Hamilton Hill,40.4278505555556,-78.7414094444444
UUYS,Usinsk,66.004699707,57.3671989441
WBKW,Tawau,4.3201599121,118.1279983521
PAFA,Fairbanks International,64.8153555555556,-147.856666666667
SPIY,Yauri,-14.8000001907,-71.4329986572
ND25,Prop Wash Field,48.06455,-102.909591666667
VCCA,Anuradhapura,8.30148983,80.4279022217
SLDN,El Desengano,-14.2735996246,-65.4400024414
GABG,Bougouni,11.4499998093,-7.5170001984
YGLG,Geelong,-38.2249984741,144.3329925537
YGTE,Groote Eylandt,-13.9750003815,136.460006714
KT45,Panhandle-Carson County,35.3616944444444,-101.365083333333
KFOT,Rohnerville,40.5539413888889,-124.132655555556
UHME,Zaliv Kresta,66.3583984375,-179.1076965332
SSUQ,Fazenda Santa Olinda,-20.7549991608,-55.0433311462
EBCI,Brussels South Charleroi,50.4592018127,4.4538202286
KTIK,Tinker Afb,35.41475,-97.3866388888889
37ID,Hungry Ridge Ranch,45.7824166666667,-115.938
27FA,Stanchester,27.8061995,-82.141365
3PA9,Moyer,40.2967725,-75.2479522222222
PA40,Benton,41.2000836111111,-76.3871638888889
SKGB,Marco Fidel Suarez Air Base,3.45899,-76.4966
MHAP,Apala,14.0108327866,-86.3891677856
FA02,Counter Terrorism Advanced Training Center,26.3098916666667,-81.2273
CJS7,Carman (South),49.4803009033,-98.0149993896
K2S7,Chiloquin State,42.5793184444444,-121.879014166667
MN69,Maple,45.0027405555556,-93.6719061111111
LENE,La Caminera,38.669739,-3.303389
VY02,New Magway,20.1536006927,94.9686965942
